,product_line,RFM_Score ,prod_line_encoded
10208,Standard,1.0,2
10209,Standard,0.4,2
10210,Standard,0.9,2
10211,Standard,0.4,2
10212,Road,0.6,1
10213,Standard,0.8,2
10214,Standard,0.3,2
10215,Standard,0.9,2
10216,Standard,1.0,2
10217,Road,1.0,1
10218,Standard,0.6,2
10219,Standard,0.4,2
10220,Standard,0.9,2
10221,Road,0.7,1
10222,Mountain,0.4,0
10223,Standard,0.7,2
10224,Standard,0.1,2
10225,Standard,0.5,2
10226,Standard,0.0,2
10227,Standard,1.0,2
10228,Standard,0.4,2
10229,Road,0.7,1
10230,Standard,0.8,2
10231,Standard,0.8,2
10232,Road,0.1,1
10233,Standard,0.6,2
10234,Road,0.5,1
10235,Road,0.3,1
10236,Standard,0.5,2
10237,Road,0.4,1
10238,Standard,0.4,2
10239,Standard,0.0,2
10240,Road,0.8,1
10241,Standard,0.2,2
10242,Road,0.7,1
10243,Road,0.6,1
10244,Road,0.8,1
10245,Road,0.7,1
10246,Standard,0.4,2
10247,Standard,0.6,2
10248,Standard,0.9,2
10249,Standard,0.1,2
10250,Standard,0.7,2
10251,Road,0.4,1
10252,Road,0.8,1
10253,Mountain,0.4,0
10254,Standard,0.3,2
10255,Standard,0.2,2
10256,Road,0.2,1
10257,Standard,0.4,2
10258,Road,0.4,1
10259,Road,0.5,1
10260,Touring,0.6,3
10261,Standard,0.9,2
10262,Standard,0.9,2
10263,Standard,0.4,2
10264,Road,1.0,1
10265,Touring,0.0,3
10266,Road,0.7,1
10267,Road,0.7,1
10268,Standard,1.0,2
10269,Road,0.5,1
10270,Standard,0.5,2
10271,Standard,0.6,2
10272,Road,0.4,1
10273,Standard,1.0,2
10274,Standard,0.5,2
10275,Road,0.5,1
10276,Road,0.7,1
10277,Standard,0.6,2
10278,Standard,0.4,2
10279,Road,0.1,1
10280,Standard,0.6,2
10281,Road,0.9,1
10282,Standard,0.8,2
10283,Road,0.5,1
10284,Standard,0.5,2
10285,Road,0.9,1
10286,Standard,0.6,2
10287,Standard,0.6,2
10288,Standard,0.8,2
10289,Standard,0.3,2
10290,Standard,0.7,2
10291,Standard,0.5,2
10292,Road,0.7,1
10293,Standard,0.4,2
10294,Standard,0.7,2
10295,Standard,0.4,2
10296,Standard,0.3,2
10297,Standard,0.8,2
10298,Standard,0.1,2
10299,Road,0.7,1
10300,Standard,0.7,2
10301,Road,0.5,1
10302,Standard,0.6,2
10303,Standard,0.4,2
10304,Standard,0.7,2
10305,Standard,0.1,2
10306,Road,0.6,1
10307,Road,0.1,1
10308,Standard,0.2,2
10309,Standard,0.7,2
10310,Standard,0.6,2
10311,Road,0.6,1
10312,Standard,0.4,2
10313,Standard,0.8,2
10314,Road,0.8,1
10315,Standard,0.4,2
10316,Road,0.8,1
10317,Road,1.0,1
10318,Road,0.7,1
10319,Road,0.4,1
10320,Road,1.0,1
10321,Road,0.3,1
10322,Standard,0.9,2
10323,Standard,1.0,2
10324,Standard,0.2,2
10325,Touring,0.2,3
10326,Standard,0.4,2
10327,Standard,0.7,2
10328,Standard,0.6,2
10329,Standard,0.8,2
10330,Standard,0.0,2
10331,Mountain,0.6,0
10332,Standard,0.8,2
10333,Standard,0.4,2
10334,Standard,0.6,2
10335,Standard,0.4,2
10336,Standard,0.6,2
10337,Standard,0.7,2
10338,Road,0.4,1
10339,Road,0.4,1
10340,Standard,0.9,2
10341,Standard,0.9,2
10342,Road,0.9,1
10343,Standard,0.3,2
10344,Mountain,0.2,0
10345,Standard,0.0,2
10346,Standard,0.4,2
10347,Standard,0.6,2
10348,Standard,0.6,2
10349,Standard,0.7,2
10350,Standard,0.6,2
10351,Standard,0.8,2
10352,Standard,0.6,2
10353,Road,0.9,1
10354,Standard,0.9,2
10355,Standard,1.0,2
10356,Touring,1.0,3
10357,Standard,0.2,2
10358,Standard,0.7,2
10359,Standard,0.9,2
10360,Standard,0.2,2
10361,Road,1.0,1
10362,Road,0.4,1
10363,Standard,0.1,2
10364,Standard,0.8,2
10365,Standard,0.8,2
10366,Road,0.4,1
10367,Road,0.3,1
10368,Standard,0.6,2
10369,Standard,0.4,2
10370,Standard,0.8,2
10371,Standard,0.9,2
10372,Road,0.3,1
10373,Standard,0.1,2
10374,Standard,0.6,2
10375,Road,0.5,1
10376,Road,0.7,1
10377,Standard,0.9,2
10378,Standard,0.6,2
10379,Road,0.9,1
10380,Standard,0.7,2
10381,Touring,0.7,3
10382,Standard,0.7,2
10383,Touring,0.4,3
10384,Touring,0.5,3
10385,Standard,0.3,2
10386,Standard,0.3,2
10387,Standard,1.0,2
10388,Standard,0.6,2
10389,Touring,0.3,3
10390,Standard,1.0,2
10391,Standard,0.5,2
10392,Touring,0.6,3
10393,Standard,0.3,2
10394,Standard,0.7,2
10395,Standard,0.9,2
10396,Standard,1.0,2
10397,Standard,0.7,2
10398,Road,0.6,1
10399,Standard,0.8,2
10400,Road,1.0,1
10401,Road,0.4,1
10402,Road,0.9,1
10403,Standard,0.8,2
10404,Standard,0.4,2
10405,Standard,0.6,2
10406,Standard,0.9,2
10407,Standard,0.3,2
10408,Road,0.3,1
10409,Standard,0.6,2
10410,Road,0.4,1
10411,Standard,0.3,2
10412,Touring,0.6,3
10413,Standard,0.2,2
10414,Standard,0.6,2
10415,Standard,0.5,2
10416,Standard,0.6,2
10417,Standard,0.6,2
10418,Road,0.3,1
10419,Standard,0.2,2
10420,Standard,0.7,2
10421,Standard,0.1,2
10422,Standard,1.0,2
10423,Standard,0.7,2
10424,Road,0.7,1
10425,Road,0.6,1
10426,Standard,0.1,2
10427,Road,0.4,1
10428,Standard,0.7,2
10429,Standard,0.9,2
10430,Road,0.6,1
10431,Standard,0.7,2
10432,Road,0.6,1
10433,Standard,0.1,2
10434,Standard,0.6,2
10435,Road,0.9,1
10436,Standard,0.6,2
10437,Standard,0.8,2
10438,Standard,0.7,2
10439,Standard,0.4,2
10440,Standard,1.0,2
10441,Standard,0.7,2
10442,Standard,0.7,2
10443,Standard,0.7,2
10444,Standard,0.4,2
10445,Standard,0.7,2
10446,Standard,0.3,2
10447,Road,0.9,1
10448,Standard,0.5,2
10449,Standard,0.7,2
10450,Standard,0.8,2
10451,Road,0.7,1
10452,Standard,0.9,2
10453,Standard,0.6,2
10454,Touring,0.1,3
10455,Standard,0.1,2
10456,Standard,0.6,2
10457,Standard,0.7,2
10458,Touring,0.4,3
10459,Standard,0.5,2
10460,Road,0.9,1
10461,Standard,0.9,2
10462,Road,0.1,1
10463,Standard,1.0,2
10464,Touring,1.0,3
10465,Standard,0.6,2
10466,Standard,0.5,2
10467,Standard,0.3,2
10468,Standard,0.3,2
10469,Road,0.8,1
10470,Standard,0.9,2
10471,Standard,0.6,2
10472,Standard,0.6,2
10473,Standard,0.7,2
10474,Standard,0.7,2
10475,Standard,0.5,2
10476,Standard,0.3,2
10477,Road,0.2,1
10478,Standard,0.3,2
10479,Standard,1.0,2
10480,Road,0.5,1
10481,Standard,0.9,2
10482,Standard,0.7,2
10483,Standard,0.7,2
10484,Touring,0.6,3
10485,Road,0.7,1
10486,Road,0.0,1
10487,Standard,0.5,2
10488,Standard,0.7,2
10489,Standard,0.4,2
10490,Standard,0.4,2
10491,Standard,0.3,2
10492,Standard,1.0,2
10493,Standard,0.4,2
10494,Standard,0.3,2
10495,Standard,0.6,2
10496,Standard,0.4,2
10497,Standard,0.8,2
10498,Standard,0.5,2
10499,Standard,0.7,2
10500,Standard,0.6,2
10501,Road,0.1,1
10502,Standard,0.6,2
10503,Standard,0.1,2
10504,Touring,0.1,3
10505,Standard,0.6,2
10506,Standard,0.9,2
10507,Standard,0.9,2
10508,Standard,0.3,2
10509,Standard,0.2,2
10510,Standard,0.9,2
10511,Standard,0.5,2
10512,Road,0.6,1
10513,Standard,0.0,2
10514,Standard,0.0,2
10515,Standard,0.6,2
10516,Touring,0.0,3
10517,Standard,1.0,2
10518,Road,0.9,1
10519,Standard,1.0,2
10520,Standard,0.8,2
10521,Standard,0.7,2
10522,Standard,0.4,2
10523,Road,0.7,1
10524,Standard,0.2,2
10525,Standard,0.5,2
10526,Standard,0.0,2
10527,Standard,0.7,2
10528,Standard,0.3,2
10529,Standard,0.3,2
10530,Standard,0.9,2
10531,Road,0.2,1
10532,Standard,0.8,2
10533,Road,0.3,1
10534,Standard,1.0,2
10535,Standard,0.7,2
10536,Road,1.0,1
10537,Standard,0.4,2
10538,Standard,0.5,2
10539,Standard,0.6,2
10540,Standard,0.7,2
10541,Road,0.5,1
10542,Standard,0.7,2
10543,Standard,0.6,2
10544,Standard,0.6,2
10545,Standard,0.2,2
10546,Standard,0.5,2
10547,Road,0.8,1
10548,Standard,0.3,2
10549,Road,1.0,1
10550,Standard,0.4,2
10551,Road,0.7,1
10552,Road,0.1,1
10553,Standard,0.3,2
10554,Touring,0.8,3
10555,Standard,0.9,2
10556,Standard,0.8,2
10557,Standard,1.0,2
10558,Standard,0.4,2
10559,Standard,1.0,2
10560,Standard,0.5,2
10561,Standard,0.9,2
10562,Road,0.4,1
10563,Touring,0.8,3
10564,Road,0.8,1
10565,Standard,0.9,2
10566,Standard,0.4,2
10567,Standard,1.0,2
10568,Standard,0.2,2
10569,Standard,0.9,2
10570,Standard,0.8,2
10571,Standard,0.7,2
10572,Standard,0.6,2
10573,Standard,0.7,2
10574,Road,0.3,1
10575,Standard,0.7,2
10576,Road,0.9,1
10577,Standard,0.9,2
10578,Standard,0.7,2
10579,Standard,0.3,2
10580,Standard,0.9,2
10581,Touring,0.4,3
10582,Road,0.4,1
10583,Standard,0.0,2
10584,Standard,0.5,2
10585,Standard,0.7,2
10586,Road,0.6,1
10587,Standard,0.5,2
10588,Standard,0.9,2
10589,Mountain,0.4,0
10590,Standard,0.8,2
10591,Standard,0.5,2
10592,Standard,0.8,2
10593,Road,0.8,1
10594,Standard,0.6,2
10595,Road,0.6,1
10596,Standard,0.4,2
10597,Standard,0.9,2
10598,Standard,0.9,2
10599,Touring,0.6,3
10600,Standard,0.6,2
10601,Road,0.3,1
10602,Standard,0.0,2
10603,Road,0.5,1
10604,Standard,0.9,2
10605,Standard,0.6,2
10606,Road,0.7,1
10607,Road,0.3,1
10608,Standard,0.9,2
10609,Standard,0.2,2
10610,Touring,0.7,3
10611,Standard,0.4,2
10612,Standard,0.4,2
10613,Standard,0.3,2
10614,Standard,0.0,2
10615,Standard,0.6,2
10616,Road,0.1,1
10617,Standard,1.0,2
10618,Standard,0.3,2
10619,Road,0.7,1
10620,Standard,0.6,2
10621,Standard,0.4,2
10622,Standard,0.1,2
10623,Standard,0.6,2
10624,Standard,0.7,2
10625,Standard,0.1,2
10626,Standard,0.7,2
10627,Standard,0.6,2
10628,Standard,0.6,2
10629,Road,0.7,1
10630,Standard,0.6,2
10631,Standard,0.1,2
10632,Standard,0.9,2
10633,Road,0.8,1
10634,Standard,0.4,2
10635,Standard,0.4,2
10636,Standard,0.5,2
10637,Standard,0.5,2
10638,Standard,1.0,2
10639,Standard,1.0,2
10640,Road,0.1,1
10641,Standard,0.7,2
10642,Standard,1.0,2
10643,Touring,0.4,3
10644,Mountain,0.6,0
10645,Standard,0.7,2
10646,Road,0.3,1
10647,Standard,0.1,2
10648,Standard,0.3,2
10649,Standard,0.6,2
10650,Standard,0.2,2
10651,Standard,0.2,2
10652,Touring,0.9,3
10653,Standard,0.4,2
10654,Standard,0.0,2
10655,Standard,0.3,2
10656,Standard,0.4,2
10657,Road,0.4,1
10658,Standard,0.6,2
10659,Standard,0.5,2
10660,Standard,0.3,2
10661,Standard,0.6,2
10662,Standard,0.9,2
10663,Road,0.2,1
10664,Road,0.9,1
10665,Standard,0.6,2
10666,Standard,0.7,2
10667,Standard,1.0,2
10668,Standard,0.7,2
10669,Standard,0.3,2
10670,Standard,0.4,2
10671,Standard,0.4,2
10672,Road,0.8,1
10673,Standard,0.3,2
10674,Standard,0.7,2
10675,Road,0.4,1
10676,Standard,0.7,2
10677,Mountain,0.5,0
10678,Standard,0.4,2
10679,Standard,0.6,2
10680,Standard,0.5,2
10681,Standard,0.3,2
10682,Touring,0.0,3
10683,Standard,0.7,2
10684,Standard,0.7,2
10685,Touring,0.7,3
10686,Standard,0.6,2
10687,Road,0.4,1
10688,Standard,0.5,2
10689,Standard,0.6,2
10690,Road,0.3,1
10691,Standard,0.4,2
10692,Mountain,0.2,0
10693,Standard,0.7,2
10694,Touring,0.2,3
10695,Standard,0.8,2
10696,Road,0.1,1
10697,Standard,0.2,2
10698,Standard,0.4,2
10699,Standard,0.6,2
10700,Road,0.4,1
10701,Standard,0.1,2
10702,Road,0.3,1
10703,Standard,1.0,2
10704,Standard,0.2,2
10705,Standard,0.1,2
10706,Standard,0.9,2
10707,Standard,0.6,2
10708,Standard,0.6,2
10709,Standard,0.9,2
10710,Standard,0.1,2
10711,Road,0.5,1
10712,Standard,0.7,2
10713,Standard,0.3,2
10714,Standard,0.6,2
10715,Standard,0.4,2
10716,Road,0.6,1
10717,Standard,0.5,2
10718,Standard,0.0,2
10719,Standard,0.9,2
10720,Standard,0.9,2
10721,Road,0.6,1
10722,Standard,0.5,2
10723,Standard,0.7,2
10724,Standard,0.8,2
10725,Standard,0.8,2
10726,Standard,0.4,2
10727,Road,0.6,1
10728,Standard,0.9,2
10729,Standard,0.6,2
10730,Standard,0.2,2
10731,Standard,0.0,2
10732,Standard,0.6,2
10733,Standard,0.7,2
10734,Standard,0.2,2
10735,Mountain,0.8,0
10736,Standard,0.5,2
10737,Standard,0.9,2
10738,Road,0.1,1
10739,Standard,0.5,2
10740,Standard,0.7,2
10741,Standard,0.4,2
10742,Standard,1.0,2
10743,Standard,0.3,2
10744,Standard,0.8,2
10745,Road,0.4,1
10746,Standard,0.4,2
10747,Standard,0.7,2
10748,Standard,0.1,2
10749,Standard,0.5,2
10750,Standard,0.6,2
10751,Standard,0.6,2
10752,Standard,0.6,2
10753,Touring,0.6,3
10754,Standard,0.7,2
10755,Standard,0.4,2
10756,Standard,0.6,2
10757,Standard,0.4,2
10758,Standard,0.8,2
10759,Standard,0.6,2
10760,Standard,0.5,2
10761,Standard,0.5,2
10762,Standard,0.6,2
10763,Standard,0.7,2
10764,Standard,0.7,2
10765,Touring,0.9,3
10766,Road,0.4,1
10767,Standard,0.9,2
10768,Touring,0.3,3
10769,Standard,0.3,2
10770,Standard,0.9,2
10771,Road,0.3,1
10772,Standard,0.8,2
10773,Standard,0.8,2
10774,Standard,0.9,2
10775,Standard,0.5,2
10776,Road,0.8,1
10777,Standard,0.9,2
10778,Standard,0.1,2
10779,Standard,0.6,2
10780,Road,0.7,1
10781,Standard,1.0,2
10782,Standard,1.0,2
10783,Standard,0.6,2
10784,Standard,1.0,2
10785,Standard,0.1,2
10786,Standard,0.1,2
10787,Road,0.3,1
10788,Standard,0.2,2
10789,Standard,0.7,2
10790,Road,0.8,1
10791,Standard,0.5,2
10792,Road,0.6,1
10793,Standard,0.3,2
10794,Road,0.3,1
10795,Standard,0.3,2
10796,Touring,0.9,3
10797,Road,0.4,1
10798,Standard,0.6,2
10799,Road,0.7,1
10800,Standard,0.4,2
10801,Standard,0.5,2
10802,Standard,0.8,2
10803,Standard,0.6,2
10804,Road,0.8,1
10805,Standard,1.0,2
10806,Standard,0.2,2
10807,Road,0.7,1
10808,Road,0.2,1
10809,Road,0.9,1
10810,Standard,0.2,2
10811,Touring,0.5,3
10812,Standard,0.9,2
10813,Standard,0.5,2
10814,Standard,0.5,2
10815,Standard,0.7,2
10816,Standard,0.0,2
10817,Standard,0.8,2
10818,Standard,0.3,2
10819,Touring,0.6,3
10820,Road,0.9,1
10821,Standard,0.6,2
10822,Standard,0.6,2
10823,Road,0.5,1
10824,Road,0.4,1
10825,Standard,0.7,2
10826,Standard,0.9,2
10827,Road,0.7,1
10828,Standard,0.5,2
10829,Standard,0.9,2
10830,Road,0.2,1
10831,Standard,0.1,2
10832,Standard,0.3,2
10833,Standard,0.4,2
10834,Standard,0.9,2
10835,Standard,0.7,2
10836,Standard,0.1,2
10837,Standard,0.4,2
10838,Road,0.7,1
10839,Standard,0.3,2
10840,Road,0.1,1
10841,Mountain,0.9,0
10842,Standard,0.6,2
10843,Road,0.6,1
10844,Standard,0.6,2
10845,Standard,0.8,2
10846,Standard,0.4,2
10847,Road,0.5,1
10848,Standard,0.1,2
10849,Standard,0.7,2
10850,Road,0.1,1
10851,Standard,0.7,2
10852,Standard,0.7,2
10853,Standard,0.0,2
10854,Standard,0.0,2
10855,Standard,1.0,2
10856,Standard,0.7,2
10857,Touring,0.3,3
10858,Standard,0.5,2
10859,Standard,0.4,2
10860,Standard,0.6,2
10861,Standard,0.3,2
10862,Road,0.6,1
10863,Standard,0.3,2
10864,Standard,0.2,2
10865,Road,0.3,1
10866,Standard,0.7,2
10867,Standard,0.6,2
10868,Road,0.8,1
10869,Standard,0.5,2
10870,Standard,0.2,2
10871,Standard,0.9,2
10872,Standard,0.8,2
10873,Standard,0.7,2
10874,Standard,0.5,2
10875,Standard,0.4,2
10876,Touring,0.4,3
10877,Standard,0.4,2
10878,Standard,0.7,2
10879,Touring,0.7,3
10880,Road,0.7,1
10881,Standard,0.6,2
10882,Standard,0.8,2
10883,Standard,0.7,2
10884,Standard,1.0,2
10885,Road,0.7,1
10886,Standard,0.6,2
10887,Standard,0.0,2
10888,Standard,0.7,2
10889,Touring,0.6,3
10890,Standard,0.0,2
10891,Road,0.4,1
10892,Touring,0.0,3
10893,Standard,0.3,2
10894,Road,0.4,1
10895,Standard,0.9,2
10896,Standard,0.3,2
10897,Mountain,0.7,0
10898,Standard,0.1,2
10899,Mountain,0.6,0
10900,Standard,0.3,2
10901,Standard,0.3,2
10902,Standard,0.2,2
10903,Standard,0.7,2
10904,Road,0.7,1
10905,Standard,0.9,2
10906,Standard,0.7,2
10907,Standard,0.3,2
10908,Standard,0.1,2
10909,Standard,0.8,2
10910,Road,0.3,1
10911,Standard,0.9,2
10912,Standard,0.7,2
10913,Touring,1.0,3
10914,Standard,1.0,2
10915,Standard,0.7,2
10916,Standard,0.3,2
10917,Road,0.4,1
10918,Standard,1.0,2
10919,Mountain,0.6,0
10920,Standard,1.0,2
10921,Standard,0.5,2
10922,Road,0.6,1
10923,Touring,1.0,3
10924,Road,0.2,1
10925,Standard,0.6,2
10926,Mountain,0.8,0
10927,Standard,0.3,2
10928,Road,0.3,1
10929,Standard,0.9,2
10930,Standard,0.5,2
10931,Standard,1.0,2
10932,Mountain,0.6,0
10933,Standard,0.4,2
10934,Road,0.9,1
10935,Standard,0.6,2
10936,Standard,0.4,2
10937,Standard,0.7,2
10938,Standard,0.5,2
10939,Standard,0.6,2
10940,Standard,0.6,2
10941,Standard,0.9,2
10942,Standard,0.5,2
10943,Standard,0.7,2
10944,Standard,0.5,2
10945,Touring,0.4,3
10946,Standard,0.3,2
10947,Touring,0.4,3
10948,Standard,0.1,2
10949,Standard,0.4,2
10950,Standard,0.6,2
10951,Standard,1.0,2
10952,Standard,0.3,2
10953,Standard,0.8,2
10954,Standard,0.3,2
10955,Standard,0.9,2
10956,Road,0.4,1
10957,Road,0.7,1
10958,Standard,0.7,2
10959,Standard,0.3,2
10960,Road,0.7,1
10961,Standard,0.5,2
10962,Standard,0.9,2
10963,Standard,0.8,2
10964,Standard,0.9,2
10965,Standard,0.7,2
10966,Standard,0.8,2
10967,Standard,0.2,2
10968,Standard,0.3,2
10969,Road,0.6,1
10970,Standard,0.6,2
10971,Standard,0.8,2
10972,Road,0.5,1
10973,Standard,0.6,2
10974,Standard,0.0,2
10975,Standard,0.7,2
10976,Road,0.7,1
10977,Road,0.6,1
10978,Standard,1.0,2
10979,Standard,0.4,2
10980,Standard,0.3,2
10981,Standard,0.8,2
10982,Standard,0.2,2
10983,Road,0.2,1
10984,Standard,0.9,2
10985,Standard,0.6,2
10986,Standard,0.0,2
10987,Standard,0.3,2
10988,Touring,0.4,3
10989,Standard,0.9,2
10990,Standard,0.8,2
10991,Standard,0.4,2
10992,Road,0.3,1
10993,Touring,0.4,3
10994,Road,0.6,1
10995,Standard,0.9,2
10996,Standard,0.9,2
10997,Standard,0.4,2
10998,Standard,0.1,2
10999,Standard,0.2,2
11000,Standard,0.1,2
11001,Standard,0.6,2
11002,Touring,0.8,3
11003,Road,0.6,1
11004,Standard,0.6,2
11005,Standard,0.6,2
11006,Standard,0.4,2
11007,Standard,0.3,2
11008,Standard,0.7,2
11009,Standard,0.7,2
11010,Standard,0.4,2
11011,Touring,0.6,3
11012,Standard,0.6,2
11013,Standard,0.3,2
11014,Standard,0.4,2
11015,Touring,0.6,3
11016,Standard,0.7,2
11017,Standard,0.6,2
11018,Standard,0.6,2
11019,Standard,0.9,2
11020,Road,0.4,1
11021,Standard,0.7,2
11022,Standard,1.0,2
11023,Road,0.5,1
11024,Mountain,0.7,0
11025,Road,0.3,1
11026,Standard,0.4,2
11027,Standard,0.7,2
11028,Standard,0.3,2
11029,Standard,0.5,2
11030,Standard,0.8,2
11031,Standard,0.2,2
11032,Standard,0.7,2
11033,Standard,0.1,2
11034,Standard,0.3,2
11035,Standard,0.7,2
11036,Standard,0.6,2
11037,Standard,0.8,2
11038,Road,1.0,1
11039,Touring,0.0,3
11040,Standard,1.0,2
11041,Standard,0.6,2
11042,Standard,0.6,2
11043,Standard,0.4,2
11044,Standard,0.9,2
11045,Road,0.4,1
11046,Standard,0.2,2
11047,Standard,0.7,2
11048,Standard,0.7,2
11049,Standard,0.4,2
11050,Standard,0.6,2
11051,Standard,0.6,2
11052,Standard,0.6,2
11053,Road,0.5,1
11054,Standard,0.6,2
11055,Standard,0.9,2
11056,Standard,0.9,2
11057,Standard,0.2,2
11058,Standard,0.5,2
11059,Road,0.6,1
11060,Standard,0.7,2
11061,Road,1.0,1
11062,Standard,0.1,2
11063,Touring,1.0,3
11064,Standard,0.4,2
11065,Touring,0.9,3
11066,Road,0.6,1
11067,Standard,0.7,2
11068,Road,0.8,1
11069,Standard,0.9,2
11070,Standard,0.4,2
11071,Standard,0.1,2
11072,Standard,0.3,2
11073,Standard,0.6,2
11074,Standard,1.0,2
11075,Standard,0.9,2
11076,Standard,0.7,2
11077,Standard,0.8,2
11078,Standard,0.9,2
11079,Standard,0.7,2
11080,Standard,0.7,2
11081,Standard,0.0,2
11082,Road,0.5,1
11083,Road,0.4,1
11084,Standard,0.4,2
11085,Standard,0.9,2
11086,Standard,0.6,2
11087,Touring,0.7,3
11088,Road,0.6,1
11089,Standard,0.5,2
11090,Standard,0.3,2
11091,Standard,0.5,2
11092,Standard,0.6,2
11093,Standard,0.7,2
11094,Standard,0.7,2
11095,Standard,0.1,2
11096,Standard,0.0,2
11097,Road,0.3,1
11098,Standard,0.1,2
11099,Standard,0.8,2
11100,Standard,0.3,2
11101,Road,0.9,1
11102,Standard,0.6,2
11103,Road,0.4,1
11104,Standard,0.7,2
11105,Standard,0.4,2
11106,Standard,0.7,2
11107,Standard,0.1,2
11108,Standard,0.8,2
11109,Standard,0.6,2
11110,Standard,0.4,2
11111,Road,0.5,1
11112,Road,0.9,1
11113,Standard,0.8,2
11114,Standard,0.6,2
11115,Standard,0.4,2
11116,Road,0.6,1
11117,Standard,0.4,2
11118,Standard,0.4,2
11119,Standard,0.1,2
11120,Standard,0.4,2
11121,Standard,0.6,2
11122,Standard,0.9,2
11123,Standard,0.2,2
11124,Standard,0.8,2
11125,Road,0.4,1
11126,Standard,1.0,2
11127,Standard,0.5,2
11128,Standard,0.6,2
11129,Mountain,0.9,0
11130,Standard,0.4,2
11131,Standard,0.2,2
11132,Standard,0.6,2
11133,Standard,0.5,2
11134,Standard,0.5,2
11135,Standard,0.5,2
11136,Standard,0.7,2
11137,Road,0.4,1
11138,Touring,0.4,3
11139,Road,0.7,1
11140,Standard,0.4,2
11141,Standard,0.7,2
11142,Standard,0.6,2
11143,Standard,0.4,2
11144,Road,0.9,1
11145,Touring,0.7,3
11146,Standard,0.6,2
11147,Standard,0.9,2
11148,Standard,0.6,2
11149,Standard,0.0,2
11150,Standard,0.7,2
11151,Standard,0.8,2
11152,Road,0.3,1
11153,Standard,0.4,2
11154,Standard,0.0,2
11155,Standard,0.6,2
11156,Standard,0.7,2
11157,Standard,0.9,2
11158,Standard,0.0,2
11159,Standard,0.9,2
11160,Standard,0.8,2
11161,Standard,1.0,2
11162,Standard,0.7,2
11163,Standard,0.9,2
11164,Standard,0.6,2
11165,Standard,0.3,2
11166,Standard,0.6,2
11167,Standard,0.0,2
11168,Standard,0.8,2
11169,Standard,0.4,2
11170,Standard,0.9,2
11171,Standard,0.4,2
11172,Standard,0.7,2
11173,Standard,0.4,2
11174,Road,0.1,1
11175,Standard,0.6,2
11176,Standard,0.7,2
11177,Standard,0.7,2
11178,Touring,0.9,3
11179,Road,0.3,1
11180,Standard,0.7,2
11181,Mountain,0.3,0
11182,Road,0.5,1
11183,Standard,1.0,2
11184,Standard,0.7,2
11185,Standard,0.1,2
11186,Standard,0.7,2
11187,Standard,0.6,2
11188,Standard,0.6,2
11189,Standard,0.6,2
11190,Standard,1.0,2
11191,Standard,0.8,2
11192,Standard,0.2,2
11193,Road,1.0,1
11194,Road,0.1,1
11195,Road,0.5,1
11196,Standard,0.7,2
11197,Road,0.4,1
11198,Standard,0.5,2
11199,Standard,0.9,2
11200,Standard,0.9,2
11201,Standard,0.6,2
11202,Standard,0.7,2
11203,Road,0.6,1
11204,Standard,0.8,2
11205,Standard,0.9,2
11206,Standard,0.6,2
11207,Touring,0.4,3
11208,Standard,0.3,2
11209,Standard,0.5,2
11210,Standard,0.9,2
11211,Standard,0.5,2
11212,Standard,0.0,2
11213,Road,0.7,1
11214,Touring,0.9,3
11215,Standard,0.8,2
11216,Standard,0.4,2
11217,Standard,0.9,2
11218,Standard,0.4,2
11219,Standard,0.8,2
11220,Touring,0.5,3
11221,Standard,0.9,2
11222,Standard,0.2,2
11223,Touring,0.7,3
11224,Standard,0.9,2
11225,Standard,0.6,2
11226,Standard,0.6,2
11227,Standard,0.4,2
11228,Standard,0.2,2
11229,Standard,0.4,2
11230,Standard,0.6,2
11231,Standard,0.4,2
11232,Standard,0.8,2
11233,Standard,0.7,2
11234,Standard,0.7,2
11235,Standard,0.0,2
11236,Standard,0.4,2
11237,Standard,0.2,2
11238,Standard,0.5,2
11239,Standard,0.4,2
11240,Standard,0.9,2
11241,Standard,0.6,2
11242,Mountain,0.9,0
11243,Road,0.6,1
11244,Standard,0.4,2
11245,Standard,0.5,2
11246,Standard,0.3,2
11247,Road,0.4,1
11248,Standard,0.5,2
11249,Standard,0.6,2
11250,Road,0.3,1
11251,Standard,0.7,2
11252,Road,0.5,1
11253,Standard,0.7,2
11254,Standard,0.7,2
11255,Touring,0.5,3
11256,Standard,0.7,2
11257,Standard,0.1,2
11258,Standard,0.7,2
11259,Standard,0.7,2
11260,Standard,0.6,2
11261,Standard,0.8,2
11262,Road,0.0,1
11263,Standard,0.9,2
11264,Road,0.8,1
11265,Standard,0.6,2
11266,Touring,0.5,3
11267,Standard,0.3,2
11268,Standard,0.5,2
11269,Road,0.8,1
11270,Road,0.5,1
11271,Road,0.4,1
11272,Standard,0.2,2
11273,Standard,0.3,2
11274,Standard,0.8,2
11275,Standard,0.7,2
11276,Standard,0.4,2
11277,Standard,0.3,2
11278,Road,0.5,1
11279,Standard,0.7,2
11280,Road,0.7,1
11281,Standard,0.5,2
11282,Standard,0.7,2
11283,Standard,0.8,2
11284,Standard,1.0,2
11285,Road,0.7,1
11286,Standard,0.2,2
11287,Standard,1.0,2
11288,Road,0.6,1
11289,Standard,0.2,2
11290,Standard,0.9,2
11291,Standard,0.5,2
11292,Road,1.0,1
11293,Standard,0.8,2
11294,Standard,0.7,2
11295,Standard,0.4,2
11296,Standard,0.4,2
11297,Road,1.0,1
