,wealth_segment,RFM_Score ,wealth_segment_encoded,cluster
11940,Mass Customer,0.9,2,1
11941,High Net Worth,0.4,1,0
11942,Mass Customer,0.6,2,1
11943,Mass Customer,0.7,2,1
11944,High Net Worth,0.7,1,0
11945,Mass Customer,0.4,2,1
11946,Affluent Customer,0.4,0,2
11947,Mass Customer,0.8,2,1
11948,High Net Worth,0.3,1,0
11949,Mass Customer,0.4,2,1
11950,Mass Customer,0.4,2,1
11951,Affluent Customer,0.5,0,2
11952,Affluent Customer,0.6,0,2
11953,Mass Customer,0.9,2,1
11954,Mass Customer,0.6,2,1
11955,Affluent Customer,0.5,0,2
11956,High Net Worth,0.6,1,0
11957,Affluent Customer,0.5,0,2
11958,Mass Customer,0.7,2,1
11959,Mass Customer,0.5,2,1
11960,Affluent Customer,0.6,0,2
11961,High Net Worth,1.0,1,0
11962,Affluent Customer,0.9,0,2
11963,High Net Worth,0.9,1,0
11964,Mass Customer,0.8,2,1
11965,Affluent Customer,0.4,0,2
11966,Mass Customer,0.7,2,1
11967,Affluent Customer,0.5,0,2
11968,Affluent Customer,0.7,0,2
11969,High Net Worth,0.7,1,0
11970,High Net Worth,0.9,1,0
11971,Mass Customer,0.7,2,1
11972,Affluent Customer,0.4,0,2
11973,Mass Customer,0.3,2,1
11974,High Net Worth,0.7,1,0
11975,Mass Customer,0.8,2,1
11976,High Net Worth,0.4,1,0
11977,Mass Customer,0.6,2,1
11978,Affluent Customer,0.5,0,2
11979,High Net Worth,0.4,1,0
11980,High Net Worth,0.6,1,0
11981,High Net Worth,0.4,1,0
11982,Mass Customer,0.7,2,1
11983,High Net Worth,0.5,1,0
11984,Mass Customer,0.9,2,1
11985,Mass Customer,0.6,2,1
11986,Affluent Customer,0.6,0,2
11987,Affluent Customer,0.9,0,2
11988,High Net Worth,0.9,1,0
11989,Affluent Customer,0.3,0,2
11990,Mass Customer,0.8,2,1
11991,High Net Worth,0.9,1,0
11992,Mass Customer,0.4,2,1
11993,Mass Customer,0.3,2,1
11994,Mass Customer,0.9,2,1
11995,High Net Worth,0.1,1,0
11996,Mass Customer,0.7,2,1
11997,Affluent Customer,0.6,0,2
11998,High Net Worth,0.3,1,0
11999,High Net Worth,0.4,1,0
12000,Affluent Customer,0.7,0,2
12001,Affluent Customer,0.6,0,2
12002,High Net Worth,0.8,1,0
12003,Mass Customer,0.8,2,1
12004,High Net Worth,0.4,1,0
12005,Mass Customer,0.5,2,1
12006,High Net Worth,0.7,1,0
12007,Mass Customer,0.9,2,1
12008,Mass Customer,0.3,2,1
12009,High Net Worth,0.3,1,0
12010,Mass Customer,0.6,2,1
12011,Affluent Customer,0.0,0,2
12012,High Net Worth,0.7,1,0
12013,High Net Worth,0.7,1,0
12014,Mass Customer,0.5,2,1
12015,High Net Worth,1.0,1,0
12016,Affluent Customer,0.9,0,2
12017,High Net Worth,0.2,1,0
12018,Affluent Customer,0.5,0,2
12019,High Net Worth,0.1,1,0
12020,Mass Customer,1.0,2,1
12021,Mass Customer,0.7,2,1
12022,Mass Customer,0.8,2,1
12023,High Net Worth,0.6,1,0
12024,Affluent Customer,0.3,0,2
12025,High Net Worth,0.3,1,0
12026,Mass Customer,0.1,2,1
12027,Mass Customer,0.3,2,1
12028,Mass Customer,0.3,2,1
12029,Mass Customer,0.9,2,1
12030,Mass Customer,0.6,2,1
12031,High Net Worth,0.9,1,0
12032,Affluent Customer,0.9,0,2
12033,Mass Customer,0.7,2,1
12034,Mass Customer,0.9,2,1
12035,Mass Customer,0.5,2,1
12036,Affluent Customer,0.6,0,2
12037,Mass Customer,0.3,2,1
12038,High Net Worth,0.8,1,0
12039,High Net Worth,0.4,1,0
12040,Affluent Customer,0.6,0,2
12041,Mass Customer,0.4,2,1
12042,High Net Worth,0.4,1,0
12043,High Net Worth,0.8,1,0
12044,Mass Customer,0.9,2,1
12045,Affluent Customer,0.5,0,2
12046,High Net Worth,0.3,1,0
12047,Affluent Customer,0.1,0,2
12048,Affluent Customer,0.1,0,2
12049,Mass Customer,0.4,2,1
12050,Mass Customer,0.7,2,1
12051,Affluent Customer,0.8,0,2
12052,Affluent Customer,0.7,0,2
12053,Mass Customer,0.2,2,1
12054,Mass Customer,0.3,2,1
12055,High Net Worth,0.2,1,0
12056,Affluent Customer,0.7,0,2
12057,Mass Customer,0.8,2,1
12058,Mass Customer,0.2,2,1
12059,Affluent Customer,0.9,0,2
12060,High Net Worth,0.4,1,0
12061,Affluent Customer,0.4,0,2
12062,Affluent Customer,0.9,0,2
12063,Affluent Customer,0.3,0,2
12064,Mass Customer,0.6,2,1
12065,Affluent Customer,0.3,0,2
12066,Mass Customer,0.5,2,1
12067,High Net Worth,0.9,1,0
12068,Mass Customer,0.4,2,1
12069,High Net Worth,0.4,1,0
12070,Affluent Customer,0.9,0,2
12071,Affluent Customer,0.7,0,2
12072,Mass Customer,0.9,2,1
12073,High Net Worth,0.9,1,0
12074,Affluent Customer,0.4,0,2
12075,High Net Worth,0.3,1,0
12076,Affluent Customer,0.5,0,2
12077,High Net Worth,0.8,1,0
12078,Mass Customer,0.7,2,1
12079,Mass Customer,0.6,2,1
12080,Affluent Customer,0.5,0,2
12081,Mass Customer,0.7,2,1
12082,Mass Customer,0.1,2,1
12083,Mass Customer,0.6,2,1
12084,Affluent Customer,0.9,0,2
12085,Mass Customer,0.7,2,1
12086,High Net Worth,0.7,1,0
12087,Mass Customer,0.7,2,1
12088,High Net Worth,0.7,1,0
12089,Affluent Customer,0.5,0,2
12090,Affluent Customer,1.0,0,2
12091,Affluent Customer,1.0,0,2
12092,Affluent Customer,0.5,0,2
12093,Mass Customer,0.4,2,1
12094,Mass Customer,1.0,2,1
12095,Mass Customer,0.7,2,1
12096,High Net Worth,0.1,1,0
12097,Mass Customer,0.8,2,1
12098,Mass Customer,0.3,2,1
12099,Affluent Customer,0.0,0,2
12100,High Net Worth,0.4,1,0
12101,Mass Customer,0.3,2,1
12102,High Net Worth,0.1,1,0
12103,Mass Customer,0.9,2,1
12104,High Net Worth,0.7,1,0
12105,Mass Customer,0.4,2,1
12106,Affluent Customer,0.8,0,2
12107,Affluent Customer,0.4,0,2
12108,Affluent Customer,0.9,0,2
12109,Mass Customer,0.6,2,1
12110,Mass Customer,0.5,2,1
12111,Mass Customer,0.6,2,1
12112,Affluent Customer,0.5,0,2
12113,Mass Customer,0.7,2,1
12114,Mass Customer,0.6,2,1
12115,Affluent Customer,0.4,0,2
12116,Affluent Customer,0.7,0,2
12117,High Net Worth,0.5,1,0
12118,Mass Customer,0.8,2,1
12119,Affluent Customer,0.6,0,2
12120,High Net Worth,0.7,1,0
12121,High Net Worth,0.5,1,0
12122,Mass Customer,0.9,2,1
12123,High Net Worth,0.7,1,0
12124,Affluent Customer,0.2,0,2
12125,Mass Customer,0.6,2,1
12126,High Net Worth,0.6,1,0
12127,Mass Customer,0.9,2,1
12128,Affluent Customer,0.6,0,2
12129,Mass Customer,1.0,2,1
12130,Mass Customer,0.9,2,1
12131,Mass Customer,0.7,2,1
12132,Affluent Customer,0.9,0,2
12133,Affluent Customer,0.8,0,2
12134,Mass Customer,0.3,2,1
12135,Affluent Customer,0.7,0,2
12136,Affluent Customer,0.1,0,2
12137,Mass Customer,0.6,2,1
12138,Mass Customer,0.5,2,1
12139,Mass Customer,0.9,2,1
12140,Mass Customer,0.4,2,1
12141,Affluent Customer,0.7,0,2
12142,Mass Customer,0.3,2,1
12143,Mass Customer,0.8,2,1
12144,Affluent Customer,0.9,0,2
12145,Mass Customer,1.0,2,1
12146,High Net Worth,0.5,1,0
12147,High Net Worth,0.3,1,0
12148,Affluent Customer,0.9,0,2
12149,Affluent Customer,0.4,0,2
12150,High Net Worth,0.9,1,0
12151,Affluent Customer,0.1,0,2
12152,High Net Worth,1.0,1,0
12153,Affluent Customer,0.7,0,2
12154,Mass Customer,0.8,2,1
12155,Mass Customer,0.9,2,1
12156,Mass Customer,0.5,2,1
12157,High Net Worth,0.4,1,0
12158,Mass Customer,0.5,2,1
12159,Mass Customer,0.3,2,1
12160,High Net Worth,0.3,1,0
12161,High Net Worth,0.9,1,0
12162,High Net Worth,0.2,1,0
12163,High Net Worth,0.4,1,0
12164,Mass Customer,0.8,2,1
12165,Mass Customer,0.1,2,1
12166,Mass Customer,0.9,2,1
12167,Mass Customer,0.6,2,1
12168,Mass Customer,0.4,2,1
12169,Affluent Customer,0.1,0,2
12170,High Net Worth,0.2,1,0
12171,Mass Customer,0.1,2,1
12172,High Net Worth,0.9,1,0
12173,Mass Customer,0.3,2,1
12174,Mass Customer,0.6,2,1
12175,Mass Customer,0.6,2,1
12176,Affluent Customer,0.6,0,2
12177,Mass Customer,0.3,2,1
12178,Affluent Customer,0.7,0,2
12179,High Net Worth,0.2,1,0
12180,Affluent Customer,0.3,0,2
12181,High Net Worth,0.6,1,0
12182,Mass Customer,0.7,2,1
12183,Mass Customer,0.4,2,1
12184,Affluent Customer,0.4,0,2
12185,High Net Worth,0.2,1,0
12186,Mass Customer,1.0,2,1
12187,High Net Worth,0.8,1,0
12188,Mass Customer,0.4,2,1
12189,Affluent Customer,0.9,0,2
12190,High Net Worth,0.5,1,0
12191,Mass Customer,0.3,2,1
12192,Mass Customer,0.7,2,1
12193,Mass Customer,0.4,2,1
12194,High Net Worth,0.7,1,0
12195,Mass Customer,0.8,2,1
12196,Mass Customer,0.4,2,1
12197,Affluent Customer,0.5,0,2
12198,Mass Customer,0.6,2,1
12199,High Net Worth,0.5,1,0
12200,Affluent Customer,0.7,0,2
12201,Affluent Customer,0.8,0,2
12202,Affluent Customer,0.7,0,2
12203,Mass Customer,0.4,2,1
12204,Mass Customer,0.6,2,1
12205,Mass Customer,0.3,2,1
12206,Mass Customer,0.9,2,1
12207,Affluent Customer,1.0,0,2
12208,Affluent Customer,1.0,0,2
12209,Mass Customer,0.4,2,1
12210,Affluent Customer,0.5,0,2
12211,High Net Worth,0.3,1,0
12212,Affluent Customer,0.7,0,2
12213,Mass Customer,0.6,2,1
12214,High Net Worth,0.1,1,0
12215,Mass Customer,0.2,2,1
12216,Mass Customer,0.4,2,1
12217,High Net Worth,0.8,1,0
12218,Mass Customer,0.7,2,1
12219,Mass Customer,0.6,2,1
12220,Mass Customer,0.8,2,1
12221,Mass Customer,0.8,2,1
12222,High Net Worth,0.9,1,0
12223,Affluent Customer,0.6,0,2
12224,High Net Worth,0.7,1,0
12225,Mass Customer,0.8,2,1
12226,Affluent Customer,0.9,0,2
12227,High Net Worth,0.8,1,0
12228,Affluent Customer,0.7,0,2
12229,Mass Customer,0.5,2,1
12230,Affluent Customer,0.6,0,2
12231,Affluent Customer,0.2,0,2
12232,High Net Worth,0.6,1,0
12233,High Net Worth,0.8,1,0
12234,Mass Customer,0.7,2,1
12235,High Net Worth,0.2,1,0
12236,Mass Customer,0.6,2,1
12237,High Net Worth,0.8,1,0
12238,Affluent Customer,0.1,0,2
12239,High Net Worth,0.8,1,0
12240,Mass Customer,0.4,2,1
12241,Affluent Customer,0.6,0,2
12242,High Net Worth,0.2,1,0
12243,Mass Customer,0.7,2,1
12244,Mass Customer,0.0,2,1
12245,Mass Customer,0.3,2,1
12246,Affluent Customer,0.6,0,2
12247,Mass Customer,0.6,2,1
12248,High Net Worth,0.1,1,0
12249,Mass Customer,1.0,2,1
12250,Mass Customer,0.0,2,1
12251,Mass Customer,0.3,2,1
12252,Mass Customer,0.6,2,1
12253,Affluent Customer,0.0,0,2
12254,High Net Worth,1.0,1,0
12255,Mass Customer,0.9,2,1
12256,High Net Worth,0.3,1,0
12257,Mass Customer,0.4,2,1
12258,High Net Worth,0.3,1,0
12259,High Net Worth,0.8,1,0
12260,High Net Worth,1.0,1,0
12261,Mass Customer,0.8,2,1
12262,Mass Customer,0.7,2,1
12263,High Net Worth,0.9,1,0
12264,High Net Worth,0.7,1,0
12265,Mass Customer,0.3,2,1
12266,Affluent Customer,0.5,0,2
12267,Mass Customer,0.6,2,1
12268,Mass Customer,0.9,2,1
12269,Mass Customer,0.5,2,1
12270,Mass Customer,0.9,2,1
12271,Affluent Customer,0.6,0,2
12272,Mass Customer,0.7,2,1
12273,High Net Worth,0.4,1,0
12274,High Net Worth,0.1,1,0
12275,Mass Customer,0.4,2,1
12276,High Net Worth,0.5,1,0
12277,Mass Customer,0.4,2,1
12278,Mass Customer,0.5,2,1
12279,Mass Customer,0.7,2,1
12280,Mass Customer,0.7,2,1
12281,Mass Customer,0.1,2,1
12282,Mass Customer,1.0,2,1
12283,High Net Worth,0.8,1,0
12284,Affluent Customer,1.0,0,2
12285,Mass Customer,0.4,2,1
12286,Affluent Customer,0.3,0,2
12287,Affluent Customer,0.9,0,2
12288,Mass Customer,0.8,2,1
12289,Mass Customer,0.5,2,1
12290,High Net Worth,0.1,1,0
12291,Mass Customer,0.4,2,1
12292,Affluent Customer,0.7,0,2
12293,Mass Customer,0.9,2,1
12294,Mass Customer,0.4,2,1
12295,Affluent Customer,0.5,0,2
12296,Mass Customer,0.3,2,1
12297,Mass Customer,0.3,2,1
12298,Mass Customer,1.0,2,1
12299,Mass Customer,0.5,2,1
12300,Mass Customer,0.1,2,1
12301,High Net Worth,0.9,1,0
12302,Mass Customer,0.3,2,1
12303,High Net Worth,0.7,1,0
12304,High Net Worth,0.7,1,0
12305,High Net Worth,0.5,1,0
12306,Mass Customer,0.2,2,1
12307,Mass Customer,0.9,2,1
12308,Affluent Customer,0.7,0,2
12309,Mass Customer,0.7,2,1
12310,Affluent Customer,0.9,0,2
12311,Mass Customer,0.6,2,1
12312,Mass Customer,0.9,2,1
12313,High Net Worth,0.4,1,0
12314,Mass Customer,1.0,2,1
12315,High Net Worth,0.5,1,0
12316,Affluent Customer,0.5,0,2
12317,Mass Customer,0.7,2,1
12318,Affluent Customer,1.0,0,2
12319,High Net Worth,0.9,1,0
12320,High Net Worth,0.5,1,0
12321,Affluent Customer,0.7,0,2
12322,Mass Customer,0.6,2,1
12323,Mass Customer,0.2,2,1
12324,Mass Customer,0.3,2,1
12325,Mass Customer,0.7,2,1
12326,Mass Customer,0.5,2,1
12327,Affluent Customer,0.2,0,2
12328,Mass Customer,0.5,2,1
12329,High Net Worth,0.6,1,0
12330,Mass Customer,1.0,2,1
12331,Mass Customer,0.8,2,1
12332,High Net Worth,0.6,1,0
12333,Mass Customer,0.5,2,1
12334,Mass Customer,0.4,2,1
12335,High Net Worth,0.9,1,0
12336,High Net Worth,0.8,1,0
12337,Mass Customer,0.7,2,1
12338,Mass Customer,0.7,2,1
12339,High Net Worth,0.6,1,0
12340,High Net Worth,0.9,1,0
12341,Mass Customer,0.5,2,1
12342,Mass Customer,0.1,2,1
12343,Mass Customer,0.3,2,1
12344,Mass Customer,0.4,2,1
12345,Mass Customer,0.6,2,1
12346,Mass Customer,0.6,2,1
12347,Mass Customer,0.6,2,1
12348,High Net Worth,1.0,1,0
12349,Mass Customer,0.6,2,1
12350,Mass Customer,0.9,2,1
12351,Mass Customer,0.6,2,1
12352,Affluent Customer,0.7,0,2
12353,Mass Customer,0.3,2,1
12354,Mass Customer,0.3,2,1
12355,Mass Customer,1.0,2,1
12356,Mass Customer,0.6,2,1
12357,Mass Customer,0.7,2,1
12358,High Net Worth,1.0,1,0
12359,Affluent Customer,0.9,0,2
12360,Mass Customer,0.2,2,1
12361,Affluent Customer,0.3,0,2
12362,Mass Customer,0.4,2,1
12363,Mass Customer,0.4,2,1
12364,Mass Customer,0.7,2,1
12365,Affluent Customer,0.4,0,2
12366,Mass Customer,0.2,2,1
12367,Mass Customer,0.1,2,1
12368,Mass Customer,0.3,2,1
12369,Mass Customer,0.5,2,1
12370,Affluent Customer,0.6,0,2
12371,High Net Worth,0.6,1,0
12372,Mass Customer,0.8,2,1
12373,Affluent Customer,1.0,0,2
12374,Mass Customer,0.7,2,1
12375,Mass Customer,0.4,2,1
12376,High Net Worth,0.8,1,0
12377,Affluent Customer,0.3,0,2
12378,Mass Customer,1.0,2,1
12379,Mass Customer,0.6,2,1
12380,Mass Customer,0.5,2,1
12381,Mass Customer,0.6,2,1
12382,High Net Worth,0.9,1,0
12383,High Net Worth,0.9,1,0
12384,Mass Customer,0.5,2,1
12385,Affluent Customer,0.6,0,2
12386,Affluent Customer,0.9,0,2
12387,Mass Customer,0.4,2,1
12388,Affluent Customer,1.0,0,2
12389,Affluent Customer,0.3,0,2
12390,Mass Customer,0.8,2,1
12391,High Net Worth,0.9,1,0
12392,High Net Worth,0.8,1,0
12393,High Net Worth,0.6,1,0
12394,Mass Customer,0.3,2,1
12395,High Net Worth,0.2,1,0
12396,Mass Customer,0.4,2,1
12397,Mass Customer,0.8,2,1
12398,Affluent Customer,0.1,0,2
12399,High Net Worth,1.0,1,0
12400,Mass Customer,0.8,2,1
12401,High Net Worth,1.0,1,0
12402,Mass Customer,0.7,2,1
12403,Mass Customer,0.6,2,1
12404,High Net Worth,0.6,1,0
12405,Mass Customer,0.7,2,1
12406,Mass Customer,0.9,2,1
12407,Mass Customer,0.5,2,1
12408,Affluent Customer,0.9,0,2
12409,Affluent Customer,0.5,0,2
12410,Affluent Customer,0.6,0,2
12411,High Net Worth,0.7,1,0
12412,Mass Customer,0.3,2,1
12413,High Net Worth,0.7,1,0
12414,Mass Customer,0.6,2,1
12415,Mass Customer,0.4,2,1
12416,Mass Customer,0.5,2,1
12417,Mass Customer,1.0,2,1
12418,Mass Customer,0.8,2,1
12419,High Net Worth,0.3,1,0
12420,High Net Worth,0.7,1,0
12421,Mass Customer,0.4,2,1
12422,High Net Worth,0.4,1,0
12423,Affluent Customer,0.7,0,2
12424,High Net Worth,0.7,1,0
12425,High Net Worth,0.9,1,0
12426,Mass Customer,0.3,2,1
12427,Affluent Customer,0.2,0,2
12428,High Net Worth,0.6,1,0
12429,Affluent Customer,1.0,0,2
12430,Affluent Customer,0.9,0,2
12431,High Net Worth,0.3,1,0
12432,Affluent Customer,0.1,0,2
12433,High Net Worth,0.2,1,0
12434,Affluent Customer,0.9,0,2
12435,Mass Customer,0.5,2,1
12436,Affluent Customer,0.4,0,2
12437,Affluent Customer,0.4,0,2
12438,Mass Customer,0.8,2,1
12439,Affluent Customer,0.8,0,2
12440,High Net Worth,0.6,1,0
12441,High Net Worth,0.9,1,0
12442,Affluent Customer,0.6,0,2
12443,Mass Customer,0.4,2,1
12444,High Net Worth,0.9,1,0
12445,Mass Customer,0.8,2,1
12446,Affluent Customer,0.3,0,2
12447,High Net Worth,0.7,1,0
12448,Mass Customer,0.8,2,1
12449,Mass Customer,0.4,2,1
12450,Mass Customer,0.4,2,1
12451,Mass Customer,0.2,2,1
12452,Affluent Customer,0.9,0,2
12453,Mass Customer,0.6,2,1
12454,Mass Customer,1.0,2,1
12455,Mass Customer,0.3,2,1
12456,Mass Customer,0.4,2,1
12457,Affluent Customer,0.8,0,2
12458,High Net Worth,0.8,1,0
12459,Mass Customer,0.3,2,1
12460,Affluent Customer,0.4,0,2
12461,Mass Customer,0.9,2,1
12462,High Net Worth,0.5,1,0
12463,Mass Customer,0.5,2,1
12464,Mass Customer,0.8,2,1
12465,Mass Customer,0.3,2,1
12466,High Net Worth,0.6,1,0
12467,High Net Worth,0.9,1,0
12468,High Net Worth,0.6,1,0
12469,Mass Customer,0.4,2,1
12470,High Net Worth,0.4,1,0
12471,High Net Worth,0.1,1,0
12472,Affluent Customer,0.6,0,2
12473,High Net Worth,0.6,1,0
12474,Mass Customer,0.9,2,1
12475,High Net Worth,0.4,1,0
12476,Mass Customer,0.7,2,1
12477,Affluent Customer,0.7,0,2
12478,Mass Customer,0.3,2,1
12479,Mass Customer,0.3,2,1
12480,Affluent Customer,0.3,0,2
12481,Mass Customer,0.2,2,1
12482,Affluent Customer,0.6,0,2
12483,High Net Worth,0.5,1,0
12484,Affluent Customer,0.6,0,2
12485,Mass Customer,0.5,2,1
12486,Mass Customer,1.0,2,1
12487,Mass Customer,0.1,2,1
12488,High Net Worth,0.7,1,0
12489,Mass Customer,0.7,2,1
12490,Affluent Customer,0.7,0,2
12491,Mass Customer,0.6,2,1
12492,Mass Customer,0.4,2,1
12493,Affluent Customer,1.0,0,2
12494,High Net Worth,0.5,1,0
12495,Mass Customer,0.6,2,1
12496,Affluent Customer,0.9,0,2
12497,Mass Customer,0.1,2,1
12498,Affluent Customer,0.3,0,2
12499,Mass Customer,0.5,2,1
12500,Affluent Customer,0.9,0,2
12501,Mass Customer,0.3,2,1
12502,Affluent Customer,0.6,0,2
12503,Mass Customer,0.5,2,1
12504,High Net Worth,0.6,1,0
12505,Mass Customer,0.8,2,1
12506,Mass Customer,0.3,2,1
12507,Affluent Customer,0.9,0,2
12508,Affluent Customer,0.9,0,2
12509,High Net Worth,0.8,1,0
12510,Affluent Customer,0.2,0,2
12511,High Net Worth,0.6,1,0
12512,Mass Customer,0.7,2,1
12513,Affluent Customer,0.7,0,2
12514,Affluent Customer,0.4,0,2
12515,Mass Customer,0.2,2,1
12516,Affluent Customer,0.6,0,2
12517,Mass Customer,0.1,2,1
12518,Mass Customer,0.5,2,1
12519,High Net Worth,0.9,1,0
12520,High Net Worth,0.6,1,0
12521,Affluent Customer,0.3,0,2
12522,Mass Customer,0.6,2,1
12523,Mass Customer,0.4,2,1
12524,Mass Customer,0.1,2,1
12525,Mass Customer,0.1,2,1
12526,Affluent Customer,0.5,0,2
12527,Mass Customer,0.5,2,1
12528,High Net Worth,0.6,1,0
12529,High Net Worth,0.8,1,0
12530,Affluent Customer,0.4,0,2
12531,High Net Worth,0.5,1,0
12532,Mass Customer,0.7,2,1
12533,Mass Customer,0.6,2,1
12534,High Net Worth,0.8,1,0
12535,Mass Customer,0.9,2,1
12536,Affluent Customer,0.6,0,2
12537,Affluent Customer,0.6,0,2
12538,Mass Customer,0.6,2,1
12539,Mass Customer,0.8,2,1
12540,Affluent Customer,0.6,0,2
12541,Affluent Customer,0.9,0,2
12542,Affluent Customer,0.6,0,2
12543,Affluent Customer,0.9,0,2
12544,Mass Customer,0.6,2,1
12545,High Net Worth,0.9,1,0
12546,Affluent Customer,0.1,0,2
12547,Mass Customer,0.4,2,1
12548,Affluent Customer,0.3,0,2
12549,High Net Worth,0.6,1,0
12550,Affluent Customer,0.6,0,2
12551,Mass Customer,0.9,2,1
12552,Mass Customer,0.7,2,1
12553,Mass Customer,0.6,2,1
12554,High Net Worth,0.6,1,0
12555,Affluent Customer,0.3,0,2
12556,Mass Customer,1.0,2,1
12557,Mass Customer,1.0,2,1
12558,Mass Customer,0.0,2,1
12559,Mass Customer,0.0,2,1
12560,Affluent Customer,0.9,0,2
12561,Mass Customer,0.8,2,1
12562,Mass Customer,0.7,2,1
12563,Mass Customer,0.5,2,1
12564,High Net Worth,0.0,1,0
12565,Mass Customer,0.9,2,1
12566,Mass Customer,0.5,2,1
12567,Mass Customer,0.4,2,1
12568,Mass Customer,0.6,2,1
12569,Mass Customer,0.6,2,1
12570,Mass Customer,0.8,2,1
12571,Mass Customer,0.7,2,1
12572,Mass Customer,0.9,2,1
12573,Affluent Customer,0.4,0,2
12574,Affluent Customer,0.2,0,2
12575,High Net Worth,1.0,1,0
12576,Affluent Customer,1.0,0,2
12577,Mass Customer,0.8,2,1
12578,Mass Customer,0.9,2,1
12579,Mass Customer,1.0,2,1
12580,Mass Customer,0.8,2,1
12581,High Net Worth,0.5,1,0
12582,Affluent Customer,0.8,0,2
12583,Mass Customer,0.6,2,1
12584,Mass Customer,0.4,2,1
12585,Affluent Customer,0.2,0,2
12586,High Net Worth,0.4,1,0
12587,Mass Customer,0.6,2,1
12588,Mass Customer,0.8,2,1
12589,Mass Customer,0.9,2,1
12590,High Net Worth,0.5,1,0
12591,Mass Customer,0.7,2,1
12592,Mass Customer,0.6,2,1
12593,Affluent Customer,0.2,0,2
12594,Affluent Customer,0.9,0,2
12595,High Net Worth,0.6,1,0
12596,Mass Customer,1.0,2,1
12597,High Net Worth,0.7,1,0
12598,High Net Worth,0.8,1,0
12599,Mass Customer,0.4,2,1
12600,Mass Customer,0.5,2,1
12601,Mass Customer,1.0,2,1
12602,Mass Customer,0.6,2,1
12603,High Net Worth,0.5,1,0
12604,High Net Worth,0.7,1,0
12605,High Net Worth,0.9,1,0
12606,Affluent Customer,0.3,0,2
12607,Mass Customer,0.9,2,1
12608,Mass Customer,0.7,2,1
12609,High Net Worth,0.4,1,0
12610,Affluent Customer,0.8,0,2
12611,Mass Customer,0.7,2,1
12612,Mass Customer,0.2,2,1
12613,Mass Customer,0.4,2,1
12614,Mass Customer,1.0,2,1
12615,Mass Customer,0.5,2,1
12616,Mass Customer,0.4,2,1
12617,Mass Customer,0.9,2,1
12618,Mass Customer,0.7,2,1
12619,High Net Worth,0.7,1,0
12620,Mass Customer,0.6,2,1
12621,Mass Customer,0.8,2,1
12622,High Net Worth,0.3,1,0
12623,Mass Customer,0.6,2,1
12624,Affluent Customer,0.4,0,2
12625,Affluent Customer,0.4,0,2
12626,High Net Worth,0.9,1,0
12627,High Net Worth,0.6,1,0
12628,Affluent Customer,0.1,0,2
12629,High Net Worth,0.6,1,0
12630,Mass Customer,0.3,2,1
12631,High Net Worth,0.4,1,0
12632,Affluent Customer,0.3,0,2
12633,High Net Worth,0.8,1,0
12634,High Net Worth,0.6,1,0
12635,High Net Worth,0.8,1,0
12636,Mass Customer,0.4,2,1
12637,High Net Worth,0.3,1,0
12638,Affluent Customer,0.8,0,2
12639,Affluent Customer,0.6,0,2
12640,Mass Customer,1.0,2,1
12641,Affluent Customer,0.5,0,2
12642,High Net Worth,0.7,1,0
12643,High Net Worth,0.7,1,0
12644,Mass Customer,0.6,2,1
12645,Mass Customer,0.4,2,1
12646,High Net Worth,0.9,1,0
12647,Mass Customer,0.7,2,1
12648,High Net Worth,0.9,1,0
12649,Mass Customer,0.8,2,1
12650,High Net Worth,0.5,1,0
12651,Mass Customer,0.1,2,1
12652,Mass Customer,0.5,2,1
12653,High Net Worth,0.4,1,0
12654,High Net Worth,1.0,1,0
12655,High Net Worth,0.7,1,0
12656,Mass Customer,0.3,2,1
12657,Mass Customer,0.6,2,1
12658,High Net Worth,0.3,1,0
12659,High Net Worth,0.8,1,0
12660,Mass Customer,0.7,2,1
12661,Mass Customer,0.4,2,1
12662,Affluent Customer,1.0,0,2
12663,Mass Customer,0.4,2,1
12664,Mass Customer,0.9,2,1
12665,Mass Customer,0.3,2,1
12666,Mass Customer,0.6,2,1
12667,High Net Worth,0.7,1,0
12668,Affluent Customer,0.7,0,2
12669,High Net Worth,0.5,1,0
12670,High Net Worth,0.4,1,0
12671,Mass Customer,0.4,2,1
12672,Mass Customer,0.9,2,1
12673,Mass Customer,0.3,2,1
12674,Mass Customer,0.6,2,1
12675,Affluent Customer,0.1,0,2
12676,High Net Worth,0.1,1,0
12677,Affluent Customer,1.0,0,2
12678,Mass Customer,0.6,2,1
12679,Mass Customer,0.8,2,1
12680,Mass Customer,0.7,2,1
12681,High Net Worth,0.7,1,0
12682,Mass Customer,0.9,2,1
12683,Mass Customer,0.7,2,1
12684,Affluent Customer,0.9,0,2
12685,Affluent Customer,0.2,0,2
12686,Mass Customer,0.7,2,1
12687,Mass Customer,0.5,2,1
12688,Mass Customer,0.6,2,1
12689,Affluent Customer,0.4,0,2
12690,Mass Customer,0.6,2,1
12691,Affluent Customer,0.5,0,2
12692,Mass Customer,0.9,2,1
12693,Affluent Customer,0.6,0,2
12694,Mass Customer,0.6,2,1
12695,Mass Customer,0.9,2,1
12696,High Net Worth,0.3,1,0
12697,Mass Customer,0.8,2,1
12698,High Net Worth,0.8,1,0
12699,Affluent Customer,0.6,0,2
12700,Affluent Customer,0.5,0,2
12701,Mass Customer,0.6,2,1
12702,Affluent Customer,0.4,0,2
12703,Affluent Customer,0.6,0,2
12704,Affluent Customer,0.3,0,2
