,job_industry_category,RFM_Score ,job_category_encoded,cluster
10669,Retail,0.3,7,2
10670,Property,0.4,6,2
10671,Health,0.4,3,0
10672,Manufacturing,0.8,5,1
10673,Retail,0.3,7,2
10674,Manufacturing,0.7,5,1
10675,Financial Services,0.4,2,0
10676,Manufacturing,0.7,5,1
10677,Manufacturing,0.5,5,1
10678,Health,0.4,3,0
10679,Financial Services,0.6,2,0
10680,Health,0.5,3,0
10681,Manufacturing,0.3,5,1
10682,Financial Services,0.0,2,0
10683,Financial Services,0.7,2,0
10684,Property,0.7,6,2
10685,Financial Services,0.7,2,0
10686,Health,0.6,3,0
10687,Financial Services,0.4,2,0
10688,Manufacturing,0.5,5,1
10689,Manufacturing,0.6,5,1
10690,Property,0.3,6,2
10691,Health,0.4,3,0
10692,Retail,0.2,7,2
10693,Manufacturing,0.7,5,1
10694,Financial Services,0.2,2,0
10695,Manufacturing,0.8,5,1
10696,Property,0.1,6,2
10697,Financial Services,0.2,2,0
10698,Financial Services,0.4,2,0
10699,Entertainment,0.6,1,0
10700,Property,0.4,6,2
10701,Financial Services,0.1,2,0
10702,Financial Services,0.3,2,0
10703,Financial Services,1.0,2,0
10704,Manufacturing,0.2,5,1
10705,Financial Services,0.1,2,0
10706,Health,0.9,3,0
10707,Financial Services,0.6,2,0
10708,Financial Services,0.6,2,0
10709,Financial Services,0.9,2,0
10710,Manufacturing,0.1,5,1
10711,Argiculture,0.5,0,0
10712,Financial Services,0.7,2,0
10713,Telecommunications,0.3,8,2
10714,Property,0.6,6,2
10715,IT,0.4,4,1
10716,Manufacturing,0.6,5,1
10717,Entertainment,0.5,1,0
10718,Retail,0.0,7,2
10719,Manufacturing,0.9,5,1
10720,Health,0.9,3,0
10721,Manufacturing,0.6,5,1
10722,Manufacturing,0.5,5,1
10723,Financial Services,0.7,2,0
10724,Health,0.8,3,0
10725,Retail,0.8,7,2
10726,Financial Services,0.4,2,0
10727,Property,0.6,6,2
10728,Financial Services,0.9,2,0
10729,Financial Services,0.6,2,0
10730,Health,0.2,3,0
10731,Manufacturing,0.0,5,1
10732,Telecommunications,0.6,8,2
10733,Financial Services,0.7,2,0
10734,Financial Services,0.2,2,0
10735,Manufacturing,0.8,5,1
10736,Property,0.5,6,2
10737,Financial Services,0.9,2,0
10738,Financial Services,0.1,2,0
10739,Financial Services,0.5,2,0
10740,Manufacturing,0.7,5,1
10741,Financial Services,0.4,2,0
10742,Manufacturing,1.0,5,1
10743,Telecommunications,0.3,8,2
10744,Manufacturing,0.8,5,1
10745,Property,0.4,6,2
10746,IT,0.4,4,1
10747,Manufacturing,0.7,5,1
10748,Manufacturing,0.1,5,1
10749,Manufacturing,0.5,5,1
10750,Property,0.6,6,2
10751,Retail,0.6,7,2
10752,Health,0.6,3,0
10753,Entertainment,0.6,1,0
10754,Financial Services,0.7,2,0
10755,IT,0.4,4,1
10756,Health,0.6,3,0
10757,Argiculture,0.4,0,0
10758,Financial Services,0.8,2,0
10759,Manufacturing,0.6,5,1
10760,Retail,0.5,7,2
10761,Manufacturing,0.5,5,1
10762,Manufacturing,0.6,5,1
10763,Manufacturing,0.7,5,1
10764,Financial Services,0.7,2,0
10765,Financial Services,0.9,2,0
10766,IT,0.4,4,1
10767,Telecommunications,0.9,8,2
10768,Retail,0.3,7,2
10769,Financial Services,0.3,2,0
10770,Property,0.9,6,2
10771,Health,0.3,3,0
10772,Manufacturing,0.8,5,1
10773,Health,0.8,3,0
10774,Retail,0.9,7,2
10775,Health,0.5,3,0
10776,Health,0.8,3,0
10777,Argiculture,0.9,0,0
10778,Argiculture,0.1,0,0
10779,Entertainment,0.6,1,0
10780,Health,0.7,3,0
10781,Health,1.0,3,0
10782,Financial Services,1.0,2,0
10783,Financial Services,0.6,2,0
10784,Property,1.0,6,2
10785,Property,0.1,6,2
10786,Retail,0.1,7,2
10787,Health,0.3,3,0
10788,Manufacturing,0.2,5,1
10789,Entertainment,0.7,1,0
10790,Manufacturing,0.8,5,1
10791,Financial Services,0.5,2,0
10792,Health,0.6,3,0
10793,Retail,0.3,7,2
10794,Financial Services,0.3,2,0
10795,Financial Services,0.3,2,0
10796,Manufacturing,0.9,5,1
10797,Retail,0.4,7,2
10798,Financial Services,0.6,2,0
10799,Health,0.7,3,0
10800,IT,0.4,4,1
10801,Health,0.5,3,0
10802,Entertainment,0.8,1,0
10803,Health,0.6,3,0
10804,Manufacturing,0.8,5,1
10805,Financial Services,1.0,2,0
10806,Property,0.2,6,2
10807,Financial Services,0.7,2,0
10808,Property,0.2,6,2
10809,Manufacturing,0.9,5,1
10810,Argiculture,0.2,0,0
10811,Property,0.5,6,2
10812,Manufacturing,0.9,5,1
10813,Manufacturing,0.5,5,1
10814,Manufacturing,0.5,5,1
10815,Argiculture,0.7,0,0
10816,Financial Services,0.0,2,0
10817,Financial Services,0.8,2,0
10818,Financial Services,0.3,2,0
10819,Health,0.6,3,0
10820,Property,0.9,6,2
10821,Manufacturing,0.6,5,1
10822,Health,0.6,3,0
10823,Health,0.5,3,0
10824,Health,0.4,3,0
10825,Entertainment,0.7,1,0
10826,Financial Services,0.9,2,0
10827,Financial Services,0.7,2,0
10828,Financial Services,0.5,2,0
10829,Financial Services,0.9,2,0
10830,Health,0.2,3,0
10831,Financial Services,0.1,2,0
10832,Entertainment,0.3,1,0
10833,Telecommunications,0.4,8,2
10834,Health,0.9,3,0
10835,Financial Services,0.7,2,0
10836,Retail,0.1,7,2
10837,Retail,0.4,7,2
10838,Health,0.7,3,0
10839,Health,0.3,3,0
10840,Health,0.1,3,0
10841,Manufacturing,0.9,5,1
10842,Manufacturing,0.6,5,1
10843,Manufacturing,0.6,5,1
10844,Health,0.6,3,0
10845,Retail,0.8,7,2
10846,Retail,0.4,7,2
10847,Manufacturing,0.5,5,1
10848,Entertainment,0.1,1,0
10849,Financial Services,0.7,2,0
10850,Financial Services,0.1,2,0
10851,Argiculture,0.7,0,0
10852,Manufacturing,0.7,5,1
10853,Health,0.0,3,0
10854,Retail,0.0,7,2
10855,Manufacturing,1.0,5,1
10856,Financial Services,0.7,2,0
10857,Manufacturing,0.3,5,1
10858,Financial Services,0.5,2,0
10859,Financial Services,0.4,2,0
10860,Financial Services,0.6,2,0
10861,Manufacturing,0.3,5,1
10862,Health,0.6,3,0
10863,IT,0.3,4,1
10864,Argiculture,0.2,0,0
10865,Retail,0.3,7,2
10866,Financial Services,0.7,2,0
10867,Financial Services,0.6,2,0
10868,Retail,0.8,7,2
10869,Property,0.5,6,2
10870,Health,0.2,3,0
10871,Manufacturing,0.9,5,1
10872,Retail,0.8,7,2
10873,Financial Services,0.7,2,0
10874,Financial Services,0.5,2,0
10875,Financial Services,0.4,2,0
10876,Health,0.4,3,0
10877,Manufacturing,0.4,5,1
10878,Property,0.7,6,2
10879,Health,0.7,3,0
10880,Manufacturing,0.7,5,1
10881,Manufacturing,0.6,5,1
10882,Manufacturing,0.8,5,1
10883,Manufacturing,0.7,5,1
10884,Manufacturing,1.0,5,1
10885,Manufacturing,0.7,5,1
10886,Manufacturing,0.6,5,1
10887,Telecommunications,0.0,8,2
10888,Health,0.7,3,0
10889,Property,0.6,6,2
10890,Financial Services,0.0,2,0
10891,Manufacturing,0.4,5,1
10892,Financial Services,0.0,2,0
10893,Retail,0.3,7,2
10894,Health,0.4,3,0
10895,Property,0.9,6,2
10896,Health,0.3,3,0
10897,Manufacturing,0.7,5,1
10898,Financial Services,0.1,2,0
10899,Financial Services,0.6,2,0
10900,Retail,0.3,7,2
10901,Manufacturing,0.3,5,1
10902,Health,0.2,3,0
10903,Property,0.7,6,2
10904,Financial Services,0.7,2,0
10905,Property,0.9,6,2
10906,Manufacturing,0.7,5,1
10907,Telecommunications,0.3,8,2
10908,Financial Services,0.1,2,0
10909,Manufacturing,0.8,5,1
10910,Retail,0.3,7,2
10911,Manufacturing,0.9,5,1
10912,Financial Services,0.7,2,0
10913,Health,1.0,3,0
10914,Manufacturing,1.0,5,1
10915,Property,0.7,6,2
10916,Financial Services,0.3,2,0
10917,Health,0.4,3,0
10918,Health,1.0,3,0
10919,Retail,0.6,7,2
10920,Financial Services,1.0,2,0
10921,Argiculture,0.5,0,0
10922,Manufacturing,0.6,5,1
10923,Health,1.0,3,0
10924,Manufacturing,0.2,5,1
10925,Health,0.6,3,0
10926,Entertainment,0.8,1,0
10927,Financial Services,0.3,2,0
10928,Manufacturing,0.3,5,1
10929,Financial Services,0.9,2,0
10930,Argiculture,0.5,0,0
10931,Retail,1.0,7,2
10932,Financial Services,0.6,2,0
10933,Financial Services,0.4,2,0
10934,Retail,0.9,7,2
10935,Entertainment,0.6,1,0
10936,Argiculture,0.4,0,0
10937,Manufacturing,0.7,5,1
10938,Manufacturing,0.5,5,1
10939,Argiculture,0.6,0,0
10940,Property,0.6,6,2
10941,Manufacturing,0.9,5,1
10942,Health,0.5,3,0
10943,Financial Services,0.7,2,0
10944,Financial Services,0.5,2,0
10945,Telecommunications,0.4,8,2
10946,Health,0.3,3,0
10947,Retail,0.4,7,2
10948,Financial Services,0.1,2,0
10949,Financial Services,0.4,2,0
10950,Manufacturing,0.6,5,1
10951,Argiculture,1.0,0,0
10952,Health,0.3,3,0
10953,Retail,0.8,7,2
10954,Manufacturing,0.3,5,1
10955,Entertainment,0.9,1,0
10956,Health,0.4,3,0
10957,Entertainment,0.7,1,0
10958,Manufacturing,0.7,5,1
10959,Financial Services,0.3,2,0
10960,Manufacturing,0.7,5,1
10961,Health,0.5,3,0
10962,Entertainment,0.9,1,0
10963,Financial Services,0.8,2,0
10964,Manufacturing,0.9,5,1
10965,Manufacturing,0.7,5,1
10966,Retail,0.8,7,2
10967,Financial Services,0.2,2,0
10968,Health,0.3,3,0
10969,Financial Services,0.6,2,0
10970,Telecommunications,0.6,8,2
10971,Health,0.8,3,0
10972,Manufacturing,0.5,5,1
10973,Retail,0.6,7,2
10974,Financial Services,0.0,2,0
10975,Argiculture,0.7,0,0
10976,Financial Services,0.7,2,0
10977,Health,0.6,3,0
10978,Financial Services,1.0,2,0
10979,Financial Services,0.4,2,0
10980,Argiculture,0.3,0,0
10981,Health,0.8,3,0
10982,Financial Services,0.2,2,0
10983,Manufacturing,0.2,5,1
10984,Manufacturing,0.9,5,1
10985,Entertainment,0.6,1,0
10986,Property,0.0,6,2
10987,Manufacturing,0.3,5,1
10988,Manufacturing,0.4,5,1
10989,IT,0.9,4,1
10990,Financial Services,0.8,2,0
10991,Financial Services,0.4,2,0
10992,Property,0.3,6,2
10993,Manufacturing,0.4,5,1
10994,Manufacturing,0.6,5,1
10995,Health,0.9,3,0
10996,Health,0.9,3,0
10997,Manufacturing,0.4,5,1
10998,Manufacturing,0.1,5,1
10999,Telecommunications,0.2,8,2
11000,Retail,0.1,7,2
11001,Property,0.6,6,2
11002,Financial Services,0.8,2,0
11003,Financial Services,0.6,2,0
11004,Financial Services,0.6,2,0
11005,Entertainment,0.6,1,0
11006,Manufacturing,0.4,5,1
11007,Health,0.3,3,0
11008,Property,0.7,6,2
11009,IT,0.7,4,1
11010,Financial Services,0.4,2,0
11011,Retail,0.6,7,2
11012,Manufacturing,0.6,5,1
11013,Health,0.3,3,0
11014,Health,0.4,3,0
11015,Manufacturing,0.6,5,1
11016,Property,0.7,6,2
11017,Manufacturing,0.6,5,1
11018,Financial Services,0.6,2,0
11019,Health,0.9,3,0
11020,Financial Services,0.4,2,0
11021,Argiculture,0.7,0,0
11022,Retail,1.0,7,2
11023,Financial Services,0.5,2,0
11024,Retail,0.7,7,2
11025,Property,0.3,6,2
11026,Manufacturing,0.4,5,1
11027,Financial Services,0.7,2,0
11028,Manufacturing,0.3,5,1
11029,Manufacturing,0.5,5,1
11030,Financial Services,0.8,2,0
11031,Financial Services,0.2,2,0
11032,Financial Services,0.7,2,0
11033,Health,0.1,3,0
11034,Manufacturing,0.3,5,1
11035,Health,0.7,3,0
11036,Retail,0.6,7,2
11037,Retail,0.8,7,2
11038,Health,1.0,3,0
11039,Financial Services,0.0,2,0
11040,Financial Services,1.0,2,0
11041,Financial Services,0.6,2,0
11042,Financial Services,0.6,2,0
11043,Retail,0.4,7,2
11044,Argiculture,0.9,0,0
11045,Property,0.4,6,2
11046,Property,0.2,6,2
11047,Property,0.7,6,2
11048,Health,0.7,3,0
11049,Manufacturing,0.4,5,1
11050,Manufacturing,0.6,5,1
11051,Manufacturing,0.6,5,1
11052,Health,0.6,3,0
11053,Financial Services,0.5,2,0
11054,Manufacturing,0.6,5,1
11055,Financial Services,0.9,2,0
11056,Health,0.9,3,0
11057,Health,0.2,3,0
11058,Manufacturing,0.5,5,1
11059,Property,0.6,6,2
11060,Argiculture,0.7,0,0
11061,Health,1.0,3,0
11062,Manufacturing,0.1,5,1
11063,Health,1.0,3,0
11064,Health,0.4,3,0
11065,Health,0.9,3,0
11066,Health,0.6,3,0
11067,Manufacturing,0.7,5,1
11068,Manufacturing,0.8,5,1
11069,Entertainment,0.9,1,0
11070,Health,0.4,3,0
11071,Financial Services,0.1,2,0
11072,Manufacturing,0.3,5,1
11073,Manufacturing,0.6,5,1
11074,Retail,1.0,7,2
11075,Financial Services,0.9,2,0
11076,Financial Services,0.7,2,0
11077,Telecommunications,0.8,8,2
11078,Retail,0.9,7,2
11079,Financial Services,0.7,2,0
11080,Retail,0.7,7,2
11081,Financial Services,0.0,2,0
11082,Health,0.5,3,0
11083,Manufacturing,0.4,5,1
11084,Health,0.4,3,0
11085,Manufacturing,0.9,5,1
11086,Manufacturing,0.6,5,1
11087,Retail,0.7,7,2
11088,Property,0.6,6,2
11089,Manufacturing,0.5,5,1
11090,Health,0.3,3,0
11091,Telecommunications,0.5,8,2
11092,Health,0.6,3,0
11093,Manufacturing,0.7,5,1
11094,Financial Services,0.7,2,0
11095,Financial Services,0.1,2,0
11096,Financial Services,0.0,2,0
11097,Manufacturing,0.3,5,1
11098,Manufacturing,0.1,5,1
11099,Health,0.8,3,0
11100,Financial Services,0.3,2,0
11101,Manufacturing,0.9,5,1
11102,Retail,0.6,7,2
11103,Manufacturing,0.4,5,1
11104,Manufacturing,0.7,5,1
11105,Manufacturing,0.4,5,1
11106,Manufacturing,0.7,5,1
11107,Health,0.1,3,0
11108,Property,0.8,6,2
11109,Property,0.6,6,2
11110,Property,0.4,6,2
11111,Manufacturing,0.5,5,1
11112,Financial Services,0.9,2,0
11113,Manufacturing,0.8,5,1
11114,Financial Services,0.6,2,0
11115,Health,0.4,3,0
11116,IT,0.6,4,1
11117,Property,0.4,6,2
11118,Health,0.4,3,0
11119,Health,0.1,3,0
11120,Manufacturing,0.4,5,1
11121,Financial Services,0.6,2,0
11122,Manufacturing,0.9,5,1
11123,Health,0.2,3,0
11124,Financial Services,0.8,2,0
11125,Retail,0.4,7,2
11126,Retail,1.0,7,2
11127,Telecommunications,0.5,8,2
11128,Manufacturing,0.6,5,1
11129,Retail,0.9,7,2
11130,Financial Services,0.4,2,0
11131,Health,0.2,3,0
11132,Entertainment,0.6,1,0
11133,Health,0.5,3,0
11134,Property,0.5,6,2
11135,Financial Services,0.5,2,0
11136,IT,0.7,4,1
11137,Manufacturing,0.4,5,1
11138,Financial Services,0.4,2,0
11139,Manufacturing,0.7,5,1
11140,Manufacturing,0.4,5,1
11141,Retail,0.7,7,2
11142,Financial Services,0.6,2,0
11143,Retail,0.4,7,2
11144,Manufacturing,0.9,5,1
11145,Entertainment,0.7,1,0
11146,Financial Services,0.6,2,0
11147,IT,0.9,4,1
11148,Retail,0.6,7,2
11149,Health,0.0,3,0
11150,Manufacturing,0.7,5,1
11151,Financial Services,0.8,2,0
11152,Health,0.3,3,0
11153,Health,0.4,3,0
11154,Financial Services,0.0,2,0
11155,Financial Services,0.6,2,0
11156,Manufacturing,0.7,5,1
11157,Manufacturing,0.9,5,1
11158,Entertainment,0.0,1,0
11159,Financial Services,0.9,2,0
11160,Manufacturing,0.8,5,1
11161,Argiculture,1.0,0,0
11162,IT,0.7,4,1
11163,Financial Services,0.9,2,0
11164,Manufacturing,0.6,5,1
11165,Property,0.3,6,2
11166,Financial Services,0.6,2,0
11167,Financial Services,0.0,2,0
11168,Health,0.8,3,0
11169,Manufacturing,0.4,5,1
11170,Financial Services,0.9,2,0
11171,Retail,0.4,7,2
11172,Health,0.7,3,0
11173,Health,0.4,3,0
11174,Property,0.1,6,2
11175,Health,0.6,3,0
11176,Manufacturing,0.7,5,1
11177,Health,0.7,3,0
11178,Financial Services,0.9,2,0
11179,Manufacturing,0.3,5,1
11180,Manufacturing,0.7,5,1
11181,Manufacturing,0.3,5,1
11182,Property,0.5,6,2
11183,Financial Services,1.0,2,0
11184,Health,0.7,3,0
11185,Financial Services,0.1,2,0
11186,Argiculture,0.7,0,0
11187,Health,0.6,3,0
11188,Financial Services,0.6,2,0
11189,Financial Services,0.6,2,0
11190,Manufacturing,1.0,5,1
11191,Health,0.8,3,0
11192,Financial Services,0.2,2,0
11193,Health,1.0,3,0
11194,Manufacturing,0.1,5,1
11195,Retail,0.5,7,2
11196,Telecommunications,0.7,8,2
11197,Financial Services,0.4,2,0
11198,Financial Services,0.5,2,0
11199,Property,0.9,6,2
11200,Manufacturing,0.9,5,1
11201,Manufacturing,0.6,5,1
11202,Financial Services,0.7,2,0
11203,Financial Services,0.6,2,0
11204,Health,0.8,3,0
11205,Retail,0.9,7,2
11206,Entertainment,0.6,1,0
11207,Financial Services,0.4,2,0
11208,Manufacturing,0.3,5,1
11209,Health,0.5,3,0
11210,Property,0.9,6,2
11211,Property,0.5,6,2
11212,Financial Services,0.0,2,0
11213,Manufacturing,0.7,5,1
11214,Manufacturing,0.9,5,1
11215,Financial Services,0.8,2,0
11216,Retail,0.4,7,2
11217,Financial Services,0.9,2,0
11218,Argiculture,0.4,0,0
11219,Financial Services,0.8,2,0
11220,Property,0.5,6,2
11221,Financial Services,0.9,2,0
11222,Manufacturing,0.2,5,1
11223,Entertainment,0.7,1,0
11224,IT,0.9,4,1
11225,Telecommunications,0.6,8,2
11226,Financial Services,0.6,2,0
11227,Property,0.4,6,2
11228,Property,0.2,6,2
11229,Manufacturing,0.4,5,1
11230,Financial Services,0.6,2,0
11231,Health,0.4,3,0
11232,Health,0.8,3,0
11233,Health,0.7,3,0
11234,Financial Services,0.7,2,0
11235,Retail,0.0,7,2
11236,Property,0.4,6,2
11237,Manufacturing,0.2,5,1
11238,Financial Services,0.5,2,0
11239,IT,0.4,4,1
11240,Financial Services,0.9,2,0
11241,Property,0.6,6,2
11242,Financial Services,0.9,2,0
11243,Retail,0.6,7,2
11244,Manufacturing,0.4,5,1
11245,Retail,0.5,7,2
11246,Manufacturing,0.3,5,1
11247,Financial Services,0.4,2,0
11248,Manufacturing,0.5,5,1
11249,Manufacturing,0.6,5,1
11250,Health,0.3,3,0
11251,Property,0.7,6,2
11252,Health,0.5,3,0
11253,IT,0.7,4,1
11254,Financial Services,0.7,2,0
11255,Retail,0.5,7,2
11256,Manufacturing,0.7,5,1
11257,Telecommunications,0.1,8,2
11258,Property,0.7,6,2
11259,Financial Services,0.7,2,0
11260,Manufacturing,0.6,5,1
11261,Health,0.8,3,0
11262,Property,0.0,6,2
11263,Entertainment,0.9,1,0
11264,Entertainment,0.8,1,0
11265,IT,0.6,4,1
11266,Argiculture,0.5,0,0
11267,Health,0.3,3,0
11268,Retail,0.5,7,2
11269,Telecommunications,0.8,8,2
11270,Manufacturing,0.5,5,1
11271,Health,0.4,3,0
11272,Entertainment,0.2,1,0
11273,Health,0.3,3,0
11274,Retail,0.8,7,2
11275,Manufacturing,0.7,5,1
11276,Financial Services,0.4,2,0
11277,Health,0.3,3,0
11278,Health,0.5,3,0
11279,Entertainment,0.7,1,0
11280,Health,0.7,3,0
11281,Manufacturing,0.5,5,1
11282,Manufacturing,0.7,5,1
11283,Health,0.8,3,0
11284,Financial Services,1.0,2,0
11285,Manufacturing,0.7,5,1
11286,Manufacturing,0.2,5,1
11287,Manufacturing,1.0,5,1
11288,IT,0.6,4,1
11289,Property,0.2,6,2
11290,Property,0.9,6,2
11291,IT,0.5,4,1
11292,Health,1.0,3,0
11293,Health,0.8,3,0
11294,Entertainment,0.7,1,0
11295,Entertainment,0.4,1,0
11296,Financial Services,0.4,2,0
11297,Financial Services,1.0,2,0
11298,Health,0.7,3,0
11299,Manufacturing,0.7,5,1
11300,Financial Services,0.7,2,0
11301,Manufacturing,0.5,5,1
11302,Retail,0.9,7,2
11303,IT,0.2,4,1
11304,IT,0.6,4,1
11305,Financial Services,0.1,2,0
11306,Retail,0.4,7,2
11307,Manufacturing,0.7,5,1
11308,Financial Services,0.2,2,0
11309,Property,0.5,6,2
11310,Manufacturing,0.2,5,1
11311,Entertainment,0.7,1,0
11312,Health,0.6,3,0
11313,Financial Services,0.5,2,0
11314,Health,0.8,3,0
11315,Property,0.4,6,2
11316,Retail,0.0,7,2
11317,IT,0.3,4,1
11318,Manufacturing,0.5,5,1
11319,Manufacturing,0.1,5,1
11320,Financial Services,0.6,2,0
11321,Financial Services,0.6,2,0
11322,Manufacturing,0.8,5,1
11323,Financial Services,1.0,2,0
11324,Property,0.8,6,2
11325,Manufacturing,0.3,5,1
11326,Property,0.3,6,2
11327,Health,0.5,3,0
11328,Financial Services,0.8,2,0
11329,Health,0.6,3,0
11330,Manufacturing,0.4,5,1
11331,IT,0.4,4,1
11332,Financial Services,0.6,2,0
11333,Health,0.3,3,0
11334,Financial Services,0.9,2,0
11335,Health,0.7,3,0
11336,Manufacturing,0.2,5,1
11337,Telecommunications,0.1,8,2
11338,Manufacturing,0.7,5,1
11339,Manufacturing,0.3,5,1
11340,Argiculture,0.6,0,0
11341,Manufacturing,0.7,5,1
11342,Manufacturing,0.4,5,1
11343,Health,0.3,3,0
11344,Financial Services,0.3,2,0
11345,Retail,0.1,7,2
11346,Retail,0.7,7,2
11347,Property,0.4,6,2
11348,Manufacturing,0.1,5,1
11349,Financial Services,0.7,2,0
11350,Health,0.9,3,0
11351,Property,0.3,6,2
11352,Manufacturing,0.7,5,1
11353,Entertainment,0.7,1,0
11354,Property,0.6,6,2
11355,IT,0.7,4,1
11356,Health,0.4,3,0
11357,Manufacturing,0.6,5,1
11358,Retail,0.7,7,2
11359,Health,0.5,3,0
11360,Manufacturing,0.6,5,1
11361,Retail,0.7,7,2
11362,Manufacturing,0.5,5,1
11363,Retail,0.4,7,2
11364,Entertainment,0.6,1,0
11365,Manufacturing,0.6,5,1
11366,Health,1.0,3,0
11367,Manufacturing,0.3,5,1
11368,Manufacturing,0.0,5,1
11369,Manufacturing,0.4,5,1
11370,Manufacturing,0.5,5,1
11371,Financial Services,0.1,2,0
11372,Health,0.4,3,0
11373,Health,0.3,3,0
11374,Health,0.3,3,0
11375,Entertainment,0.5,1,0
11376,Property,0.5,6,2
11377,Financial Services,0.1,2,0
11378,Financial Services,0.8,2,0
11379,Retail,0.6,7,2
11380,Financial Services,0.9,2,0
11381,Retail,0.7,7,2
11382,Manufacturing,0.5,5,1
11383,Manufacturing,0.3,5,1
11384,Financial Services,0.5,2,0
11385,Retail,0.6,7,2
11386,Property,0.3,6,2
11387,Manufacturing,0.9,5,1
11388,Health,0.4,3,0
11389,Health,0.8,3,0
11390,Financial Services,0.7,2,0
11391,Health,0.5,3,0
11392,Retail,0.8,7,2
11393,Retail,0.5,7,2
11394,Health,0.6,3,0
11395,Property,0.3,6,2
11396,Retail,0.7,7,2
11397,Financial Services,0.7,2,0
11398,Financial Services,0.8,2,0
11399,Health,0.6,3,0
11400,Health,0.9,3,0
11401,Entertainment,0.7,1,0
11402,Manufacturing,0.8,5,1
11403,Property,0.5,6,2
11404,Argiculture,0.8,0,0
11405,Financial Services,0.3,2,0
11406,Financial Services,0.8,2,0
11407,Manufacturing,0.5,5,1
11408,Financial Services,0.8,2,0
11409,Retail,0.7,7,2
11410,Health,0.6,3,0
11411,Manufacturing,0.2,5,1
11412,Manufacturing,1.0,5,1
11413,Entertainment,0.8,1,0
11414,Manufacturing,0.5,5,1
11415,Property,0.6,6,2
11416,Financial Services,0.4,2,0
11417,Health,0.1,3,0
11418,Property,0.3,6,2
11419,Retail,0.6,7,2
11420,Financial Services,0.7,2,0
11421,Financial Services,0.3,2,0
11422,Health,0.8,3,0
11423,Financial Services,0.6,2,0
11424,Financial Services,1.0,2,0
11425,Telecommunications,0.8,8,2
11426,Manufacturing,0.6,5,1
11427,Manufacturing,0.6,5,1
11428,Argiculture,0.6,0,0
11429,Health,0.2,3,0
11430,Financial Services,0.8,2,0
11431,Retail,0.8,7,2
11432,Manufacturing,1.0,5,1
11433,Manufacturing,0.6,5,1
11434,Manufacturing,0.7,5,1
11435,Manufacturing,0.3,5,1
11436,Manufacturing,0.6,5,1
11437,Health,0.9,3,0
11438,Manufacturing,0.3,5,1
11439,Manufacturing,0.6,5,1
11440,Property,0.7,6,2
11441,Retail,0.8,7,2
11442,Manufacturing,0.5,5,1
11443,Health,0.5,3,0
11444,Health,0.7,3,0
11445,Health,1.0,3,0
11446,Manufacturing,1.0,5,1
11447,Health,0.1,3,0
11448,Health,0.5,3,0
11449,Manufacturing,0.6,5,1
11450,Retail,0.7,7,2
11451,Manufacturing,0.8,5,1
11452,Health,0.8,3,0
11453,Property,0.7,6,2
11454,Property,0.4,6,2
11455,Retail,0.1,7,2
11456,Manufacturing,0.8,5,1
11457,Entertainment,0.4,1,0
11458,Health,0.7,3,0
11459,Financial Services,0.5,2,0
11460,Health,0.4,3,0
11461,IT,0.6,4,1
11462,Manufacturing,0.6,5,1
11463,Health,0.5,3,0
11464,Health,1.0,3,0
11465,Manufacturing,0.7,5,1
11466,Telecommunications,0.3,8,2
11467,Health,0.9,3,0
11468,Financial Services,0.6,2,0
11469,Health,0.5,3,0
11470,Telecommunications,0.4,8,2
11471,Manufacturing,0.7,5,1
11472,Financial Services,0.5,2,0
11473,Property,0.3,6,2
11474,IT,0.7,4,1
11475,Health,0.4,3,0
11476,Manufacturing,0.1,5,1
11477,Manufacturing,0.4,5,1
11478,Financial Services,0.2,2,0
11479,Manufacturing,0.7,5,1
11480,Health,0.1,3,0
11481,Financial Services,0.3,2,0
11482,Argiculture,0.1,0,0
11483,Entertainment,0.8,1,0
11484,Financial Services,0.0,2,0
11485,Manufacturing,0.5,5,1
11486,Retail,0.9,7,2
11487,Health,0.6,3,0
11488,Health,0.8,3,0
11489,Manufacturing,0.6,5,1
11490,Financial Services,0.3,2,0
11491,Manufacturing,0.5,5,1
11492,Financial Services,0.6,2,0
11493,Manufacturing,0.9,5,1
11494,Financial Services,0.8,2,0
11495,Property,0.4,6,2
11496,Health,0.5,3,0
11497,IT,0.8,4,1
11498,Manufacturing,0.7,5,1
11499,Financial Services,0.4,2,0
11500,Health,0.7,3,0
11501,Property,0.6,6,2
11502,Argiculture,0.4,0,0
11503,Manufacturing,0.5,5,1
11504,Property,0.2,6,2
11505,Financial Services,0.5,2,0
11506,Financial Services,0.4,2,0
11507,Health,0.4,3,0
11508,Health,0.7,3,0
11509,Health,0.9,3,0
11510,Financial Services,0.9,2,0
11511,Financial Services,0.4,2,0
11512,Financial Services,0.9,2,0
11513,Financial Services,0.9,2,0
11514,Property,0.4,6,2
11515,Financial Services,0.4,2,0
11516,Financial Services,0.0,2,0
11517,Financial Services,0.9,2,0
11518,Financial Services,0.7,2,0
11519,Retail,0.6,7,2
11520,Financial Services,0.8,2,0
11521,Entertainment,0.9,1,0
11522,Manufacturing,0.1,5,1
11523,Property,0.7,6,2
11524,Manufacturing,0.7,5,1
11525,IT,0.9,4,1
11526,Telecommunications,0.0,8,2
11527,Health,0.5,3,0
11528,Health,0.4,3,0
11529,Financial Services,0.8,2,0
11530,Financial Services,0.9,2,0
11531,Manufacturing,0.7,5,1
11532,Retail,0.4,7,2
11533,IT,0.6,4,1
