,owns_car,RFM_Score ,owns_car_encoded,cluster
10307,No,0.1,0,2
10308,Yes,0.2,1,1
10309,No,0.7,0,0
10310,No,0.6,0,0
10311,No,0.6,0,0
10312,Yes,0.4,1,1
10313,Yes,0.8,1,1
10314,No,0.8,0,0
10315,Yes,0.4,1,1
10316,No,0.8,0,0
10317,No,1.0,0,0
10318,Yes,0.7,1,1
10319,Yes,0.4,1,1
10320,Yes,1.0,1,1
10321,Yes,0.3,1,1
10322,No,0.9,0,0
10323,Yes,1.0,1,1
10324,Yes,0.2,1,1
10325,No,0.2,0,2
10326,No,0.4,0,2
10327,No,0.7,0,0
10328,No,0.6,0,0
10329,No,0.8,0,0
10330,No,0.0,0,2
10331,Yes,0.6,1,1
10332,No,0.8,0,0
10333,No,0.4,0,2
10334,Yes,0.6,1,1
10335,No,0.4,0,2
10336,Yes,0.6,1,1
10337,No,0.7,0,0
10338,No,0.4,0,2
10339,Yes,0.4,1,1
10340,Yes,0.9,1,1
10341,No,0.9,0,0
10342,No,0.9,0,0
10343,Yes,0.3,1,1
10344,Yes,0.2,1,1
10345,Yes,0.0,1,1
10346,No,0.4,0,2
10347,No,0.6,0,0
10348,Yes,0.6,1,1
10349,Yes,0.7,1,1
10350,No,0.6,0,0
10351,No,0.8,0,0
10352,No,0.6,0,0
10353,Yes,0.9,1,1
10354,No,0.9,0,0
10355,Yes,1.0,1,1
10356,Yes,1.0,1,1
10357,No,0.2,0,2
10358,Yes,0.7,1,1
10359,Yes,0.9,1,1
10360,No,0.2,0,2
10361,Yes,1.0,1,1
10362,Yes,0.4,1,1
10363,Yes,0.1,1,1
10364,Yes,0.8,1,1
10365,No,0.8,0,0
10366,Yes,0.4,1,1
10367,Yes,0.3,1,1
10368,Yes,0.6,1,1
10369,Yes,0.4,1,1
10370,No,0.8,0,0
10371,Yes,0.9,1,1
10372,Yes,0.3,1,1
10373,No,0.1,0,2
10374,Yes,0.6,1,1
10375,Yes,0.5,1,1
10376,No,0.7,0,0
10377,Yes,0.9,1,1
10378,Yes,0.6,1,1
10379,No,0.9,0,0
10380,No,0.7,0,0
10381,No,0.7,0,0
10382,Yes,0.7,1,1
10383,Yes,0.4,1,1
10384,No,0.5,0,2
10385,No,0.3,0,2
10386,Yes,0.3,1,1
10387,No,1.0,0,0
10388,No,0.6,0,0
10389,Yes,0.3,1,1
10390,No,1.0,0,0
10391,Yes,0.5,1,1
10392,No,0.6,0,0
10393,Yes,0.3,1,1
10394,Yes,0.7,1,1
10395,No,0.9,0,0
10396,Yes,1.0,1,1
10397,Yes,0.7,1,1
10398,Yes,0.6,1,1
10399,Yes,0.8,1,1
10400,Yes,1.0,1,1
10401,No,0.4,0,2
10402,Yes,0.9,1,1
10403,No,0.8,0,0
10404,No,0.4,0,2
10405,Yes,0.6,1,1
10406,No,0.9,0,0
10407,Yes,0.3,1,1
10408,Yes,0.3,1,1
10409,No,0.6,0,0
10410,No,0.4,0,2
10411,No,0.3,0,2
10412,Yes,0.6,1,1
10413,Yes,0.2,1,1
10414,No,0.6,0,0
10415,No,0.5,0,2
10416,Yes,0.6,1,1
10417,No,0.6,0,0
10418,No,0.3,0,2
10419,No,0.2,0,2
10420,No,0.7,0,0
10421,No,0.1,0,2
10422,Yes,1.0,1,1
10423,No,0.7,0,0
10424,No,0.7,0,0
10425,Yes,0.6,1,1
10426,No,0.1,0,2
10427,No,0.4,0,2
10428,Yes,0.7,1,1
10429,Yes,0.9,1,1
10430,No,0.6,0,0
10431,No,0.7,0,0
10432,Yes,0.6,1,1
10433,Yes,0.1,1,1
10434,Yes,0.6,1,1
10435,Yes,0.9,1,1
10436,Yes,0.6,1,1
10437,No,0.8,0,0
10438,Yes,0.7,1,1
10439,Yes,0.4,1,1
10440,No,1.0,0,0
10441,No,0.7,0,0
10442,Yes,0.7,1,1
10443,No,0.7,0,0
10444,No,0.4,0,2
10445,Yes,0.7,1,1
10446,No,0.3,0,2
10447,Yes,0.9,1,1
10448,Yes,0.5,1,1
10449,Yes,0.7,1,1
10450,Yes,0.8,1,1
10451,No,0.7,0,0
10452,Yes,0.9,1,1
10453,Yes,0.6,1,1
10454,No,0.1,0,2
10455,Yes,0.1,1,1
10456,No,0.6,0,0
10457,No,0.7,0,0
10458,Yes,0.4,1,1
10459,No,0.5,0,2
10460,Yes,0.9,1,1
10461,No,0.9,0,0
10462,Yes,0.1,1,1
10463,Yes,1.0,1,1
10464,Yes,1.0,1,1
10465,Yes,0.6,1,1
10466,No,0.5,0,2
10467,Yes,0.3,1,1
10468,Yes,0.3,1,1
10469,No,0.8,0,0
10470,No,0.9,0,0
10471,Yes,0.6,1,1
10472,No,0.6,0,0
10473,No,0.7,0,0
10474,Yes,0.7,1,1
10475,Yes,0.5,1,1
10476,No,0.3,0,2
10477,No,0.2,0,2
10478,Yes,0.3,1,1
10479,No,1.0,0,0
10480,No,0.5,0,2
10481,No,0.9,0,0
10482,Yes,0.7,1,1
10483,No,0.7,0,0
10484,No,0.6,0,0
10485,No,0.7,0,0
10486,Yes,0.0,1,1
10487,Yes,0.5,1,1
10488,No,0.7,0,0
10489,Yes,0.4,1,1
10490,Yes,0.4,1,1
10491,Yes,0.3,1,1
10492,No,1.0,0,0
10493,Yes,0.4,1,1
10494,Yes,0.3,1,1
10495,Yes,0.6,1,1
10496,Yes,0.4,1,1
10497,Yes,0.8,1,1
10498,Yes,0.5,1,1
10499,Yes,0.7,1,1
10500,Yes,0.6,1,1
10501,Yes,0.1,1,1
10502,No,0.6,0,0
10503,Yes,0.1,1,1
10504,No,0.1,0,2
10505,Yes,0.6,1,1
10506,Yes,0.9,1,1
10507,Yes,0.9,1,1
10508,No,0.3,0,2
10509,Yes,0.2,1,1
10510,Yes,0.9,1,1
10511,Yes,0.5,1,1
10512,Yes,0.6,1,1
10513,Yes,0.0,1,1
10514,No,0.0,0,2
10515,No,0.6,0,0
10516,No,0.0,0,2
10517,No,1.0,0,0
10518,No,0.9,0,0
10519,No,1.0,0,0
10520,No,0.8,0,0
10521,Yes,0.7,1,1
10522,Yes,0.4,1,1
10523,No,0.7,0,0
10524,No,0.2,0,2
10525,No,0.5,0,2
10526,No,0.0,0,2
10527,No,0.7,0,0
10528,No,0.3,0,2
10529,Yes,0.3,1,1
10530,No,0.9,0,0
10531,Yes,0.2,1,1
10532,No,0.8,0,0
10533,No,0.3,0,2
10534,Yes,1.0,1,1
10535,No,0.7,0,0
10536,Yes,1.0,1,1
10537,No,0.4,0,2
10538,Yes,0.5,1,1
10539,No,0.6,0,0
10540,No,0.7,0,0
10541,Yes,0.5,1,1
10542,No,0.7,0,0
10543,Yes,0.6,1,1
10544,Yes,0.6,1,1
10545,No,0.2,0,2
10546,No,0.5,0,2
10547,No,0.8,0,0
10548,Yes,0.3,1,1
10549,No,1.0,0,0
10550,Yes,0.4,1,1
10551,Yes,0.7,1,1
10552,No,0.1,0,2
10553,No,0.3,0,2
10554,No,0.8,0,0
10555,Yes,0.9,1,1
10556,No,0.8,0,0
10557,No,1.0,0,0
10558,Yes,0.4,1,1
10559,Yes,1.0,1,1
10560,Yes,0.5,1,1
10561,Yes,0.9,1,1
10562,No,0.4,0,2
10563,No,0.8,0,0
10564,No,0.8,0,0
10565,No,0.9,0,0
10566,No,0.4,0,2
10567,No,1.0,0,0
10568,Yes,0.2,1,1
10569,No,0.9,0,0
10570,No,0.8,0,0
10571,No,0.7,0,0
10572,Yes,0.6,1,1
10573,Yes,0.7,1,1
10574,No,0.3,0,2
10575,No,0.7,0,0
10576,No,0.9,0,0
10577,Yes,0.9,1,1
10578,No,0.7,0,0
10579,Yes,0.3,1,1
10580,No,0.9,0,0
10581,Yes,0.4,1,1
10582,No,0.4,0,2
10583,No,0.0,0,2
10584,No,0.5,0,2
10585,Yes,0.7,1,1
10586,No,0.6,0,0
10587,No,0.5,0,2
10588,No,0.9,0,0
10589,Yes,0.4,1,1
10590,No,0.8,0,0
10591,Yes,0.5,1,1
10592,No,0.8,0,0
10593,No,0.8,0,0
10594,No,0.6,0,0
10595,Yes,0.6,1,1
10596,No,0.4,0,2
10597,Yes,0.9,1,1
10598,No,0.9,0,0
10599,Yes,0.6,1,1
10600,No,0.6,0,0
10601,Yes,0.3,1,1
10602,No,0.0,0,2
10603,No,0.5,0,2
10604,Yes,0.9,1,1
10605,Yes,0.6,1,1
10606,No,0.7,0,0
10607,Yes,0.3,1,1
10608,No,0.9,0,0
10609,No,0.2,0,2
10610,Yes,0.7,1,1
10611,No,0.4,0,2
10612,No,0.4,0,2
10613,No,0.3,0,2
10614,Yes,0.0,1,1
10615,Yes,0.6,1,1
10616,Yes,0.1,1,1
10617,Yes,1.0,1,1
10618,No,0.3,0,2
10619,Yes,0.7,1,1
10620,No,0.6,0,0
10621,No,0.4,0,2
10622,No,0.1,0,2
10623,No,0.6,0,0
10624,No,0.7,0,0
10625,No,0.1,0,2
10626,Yes,0.7,1,1
10627,No,0.6,0,0
10628,No,0.6,0,0
10629,No,0.7,0,0
10630,Yes,0.6,1,1
10631,Yes,0.1,1,1
10632,Yes,0.9,1,1
10633,No,0.8,0,0
10634,Yes,0.4,1,1
10635,Yes,0.4,1,1
10636,Yes,0.5,1,1
10637,No,0.5,0,2
10638,No,1.0,0,0
10639,Yes,1.0,1,1
10640,No,0.1,0,2
10641,Yes,0.7,1,1
10642,No,1.0,0,0
10643,Yes,0.4,1,1
10644,Yes,0.6,1,1
10645,Yes,0.7,1,1
10646,Yes,0.3,1,1
10647,No,0.1,0,2
10648,Yes,0.3,1,1
10649,No,0.6,0,0
10650,Yes,0.2,1,1
10651,No,0.2,0,2
10652,Yes,0.9,1,1
10653,Yes,0.4,1,1
10654,Yes,0.0,1,1
10655,Yes,0.3,1,1
10656,Yes,0.4,1,1
10657,No,0.4,0,2
10658,No,0.6,0,0
10659,Yes,0.5,1,1
10660,No,0.3,0,2
10661,Yes,0.6,1,1
10662,Yes,0.9,1,1
10663,Yes,0.2,1,1
10664,Yes,0.9,1,1
10665,Yes,0.6,1,1
10666,Yes,0.7,1,1
10667,Yes,1.0,1,1
10668,Yes,0.7,1,1
10669,Yes,0.3,1,1
10670,Yes,0.4,1,1
10671,No,0.4,0,2
10672,No,0.8,0,0
10673,No,0.3,0,2
10674,No,0.7,0,0
10675,No,0.4,0,2
10676,No,0.7,0,0
10677,No,0.5,0,2
10678,No,0.4,0,2
10679,No,0.6,0,0
10680,Yes,0.5,1,1
10681,Yes,0.3,1,1
10682,Yes,0.0,1,1
10683,No,0.7,0,0
10684,Yes,0.7,1,1
10685,No,0.7,0,0
10686,No,0.6,0,0
10687,No,0.4,0,2
10688,No,0.5,0,2
10689,Yes,0.6,1,1
10690,Yes,0.3,1,1
10691,Yes,0.4,1,1
10692,Yes,0.2,1,1
10693,Yes,0.7,1,1
10694,No,0.2,0,2
10695,No,0.8,0,0
10696,Yes,0.1,1,1
10697,No,0.2,0,2
10698,Yes,0.4,1,1
10699,Yes,0.6,1,1
10700,No,0.4,0,2
10701,No,0.1,0,2
10702,Yes,0.3,1,1
10703,Yes,1.0,1,1
10704,No,0.2,0,2
10705,Yes,0.1,1,1
10706,No,0.9,0,0
10707,Yes,0.6,1,1
10708,No,0.6,0,0
10709,No,0.9,0,0
10710,No,0.1,0,2
10711,Yes,0.5,1,1
10712,No,0.7,0,0
10713,No,0.3,0,2
10714,Yes,0.6,1,1
10715,Yes,0.4,1,1
10716,Yes,0.6,1,1
10717,Yes,0.5,1,1
10718,Yes,0.0,1,1
10719,Yes,0.9,1,1
10720,Yes,0.9,1,1
10721,No,0.6,0,0
10722,Yes,0.5,1,1
10723,No,0.7,0,0
10724,No,0.8,0,0
10725,No,0.8,0,0
10726,Yes,0.4,1,1
10727,No,0.6,0,0
10728,No,0.9,0,0
10729,Yes,0.6,1,1
10730,Yes,0.2,1,1
10731,No,0.0,0,2
10732,No,0.6,0,0
10733,Yes,0.7,1,1
10734,Yes,0.2,1,1
10735,Yes,0.8,1,1
10736,Yes,0.5,1,1
10737,Yes,0.9,1,1
10738,No,0.1,0,2
10739,No,0.5,0,2
10740,No,0.7,0,0
10741,Yes,0.4,1,1
10742,Yes,1.0,1,1
10743,No,0.3,0,2
10744,No,0.8,0,0
10745,Yes,0.4,1,1
10746,Yes,0.4,1,1
10747,Yes,0.7,1,1
10748,No,0.1,0,2
10749,No,0.5,0,2
10750,No,0.6,0,0
10751,No,0.6,0,0
10752,No,0.6,0,0
10753,No,0.6,0,0
10754,Yes,0.7,1,1
10755,No,0.4,0,2
10756,Yes,0.6,1,1
10757,Yes,0.4,1,1
10758,No,0.8,0,0
10759,Yes,0.6,1,1
10760,Yes,0.5,1,1
10761,Yes,0.5,1,1
10762,Yes,0.6,1,1
10763,Yes,0.7,1,1
10764,No,0.7,0,0
10765,Yes,0.9,1,1
10766,Yes,0.4,1,1
10767,Yes,0.9,1,1
10768,Yes,0.3,1,1
10769,Yes,0.3,1,1
10770,No,0.9,0,0
10771,Yes,0.3,1,1
10772,No,0.8,0,0
10773,No,0.8,0,0
10774,Yes,0.9,1,1
10775,No,0.5,0,2
10776,No,0.8,0,0
10777,No,0.9,0,0
10778,Yes,0.1,1,1
10779,No,0.6,0,0
10780,Yes,0.7,1,1
10781,Yes,1.0,1,1
10782,Yes,1.0,1,1
10783,Yes,0.6,1,1
10784,No,1.0,0,0
10785,No,0.1,0,2
10786,Yes,0.1,1,1
10787,No,0.3,0,2
10788,Yes,0.2,1,1
10789,No,0.7,0,0
10790,No,0.8,0,0
10791,Yes,0.5,1,1
10792,Yes,0.6,1,1
10793,No,0.3,0,2
10794,Yes,0.3,1,1
10795,No,0.3,0,2
10796,Yes,0.9,1,1
10797,Yes,0.4,1,1
10798,No,0.6,0,0
10799,No,0.7,0,0
10800,No,0.4,0,2
10801,Yes,0.5,1,1
10802,No,0.8,0,0
10803,No,0.6,0,0
10804,No,0.8,0,0
10805,Yes,1.0,1,1
10806,Yes,0.2,1,1
10807,Yes,0.7,1,1
10808,Yes,0.2,1,1
10809,No,0.9,0,0
10810,Yes,0.2,1,1
10811,No,0.5,0,2
10812,Yes,0.9,1,1
10813,No,0.5,0,2
10814,No,0.5,0,2
10815,Yes,0.7,1,1
10816,Yes,0.0,1,1
10817,Yes,0.8,1,1
10818,Yes,0.3,1,1
10819,No,0.6,0,0
10820,No,0.9,0,0
10821,No,0.6,0,0
10822,Yes,0.6,1,1
10823,Yes,0.5,1,1
10824,No,0.4,0,2
10825,No,0.7,0,0
10826,No,0.9,0,0
10827,No,0.7,0,0
10828,No,0.5,0,2
10829,Yes,0.9,1,1
10830,No,0.2,0,2
10831,Yes,0.1,1,1
10832,No,0.3,0,2
10833,Yes,0.4,1,1
10834,Yes,0.9,1,1
10835,Yes,0.7,1,1
10836,Yes,0.1,1,1
10837,Yes,0.4,1,1
10838,Yes,0.7,1,1
10839,Yes,0.3,1,1
10840,No,0.1,0,2
10841,Yes,0.9,1,1
10842,No,0.6,0,0
10843,No,0.6,0,0
10844,No,0.6,0,0
10845,Yes,0.8,1,1
10846,Yes,0.4,1,1
10847,No,0.5,0,2
10848,Yes,0.1,1,1
10849,Yes,0.7,1,1
10850,No,0.1,0,2
10851,Yes,0.7,1,1
10852,No,0.7,0,0
10853,Yes,0.0,1,1
10854,Yes,0.0,1,1
10855,No,1.0,0,0
10856,Yes,0.7,1,1
10857,Yes,0.3,1,1
10858,Yes,0.5,1,1
10859,No,0.4,0,2
10860,Yes,0.6,1,1
10861,No,0.3,0,2
10862,No,0.6,0,0
10863,No,0.3,0,2
10864,No,0.2,0,2
10865,No,0.3,0,2
10866,Yes,0.7,1,1
10867,No,0.6,0,0
10868,No,0.8,0,0
10869,No,0.5,0,2
10870,Yes,0.2,1,1
10871,Yes,0.9,1,1
10872,No,0.8,0,0
10873,No,0.7,0,0
10874,Yes,0.5,1,1
10875,Yes,0.4,1,1
10876,Yes,0.4,1,1
10877,No,0.4,0,2
10878,Yes,0.7,1,1
10879,No,0.7,0,0
10880,Yes,0.7,1,1
10881,No,0.6,0,0
10882,Yes,0.8,1,1
10883,No,0.7,0,0
10884,No,1.0,0,0
10885,No,0.7,0,0
10886,Yes,0.6,1,1
10887,Yes,0.0,1,1
10888,Yes,0.7,1,1
10889,Yes,0.6,1,1
10890,Yes,0.0,1,1
10891,Yes,0.4,1,1
10892,Yes,0.0,1,1
10893,No,0.3,0,2
10894,No,0.4,0,2
10895,Yes,0.9,1,1
10896,No,0.3,0,2
10897,Yes,0.7,1,1
10898,No,0.1,0,2
10899,No,0.6,0,0
10900,No,0.3,0,2
10901,Yes,0.3,1,1
10902,Yes,0.2,1,1
10903,Yes,0.7,1,1
10904,No,0.7,0,0
10905,Yes,0.9,1,1
10906,No,0.7,0,0
10907,No,0.3,0,2
10908,Yes,0.1,1,1
10909,Yes,0.8,1,1
10910,Yes,0.3,1,1
10911,No,0.9,0,0
10912,Yes,0.7,1,1
10913,Yes,1.0,1,1
10914,No,1.0,0,0
10915,Yes,0.7,1,1
10916,No,0.3,0,2
10917,Yes,0.4,1,1
10918,No,1.0,0,0
10919,No,0.6,0,0
10920,Yes,1.0,1,1
10921,Yes,0.5,1,1
10922,Yes,0.6,1,1
10923,Yes,1.0,1,1
10924,Yes,0.2,1,1
10925,Yes,0.6,1,1
10926,No,0.8,0,0
10927,Yes,0.3,1,1
10928,Yes,0.3,1,1
10929,Yes,0.9,1,1
10930,Yes,0.5,1,1
10931,No,1.0,0,0
10932,Yes,0.6,1,1
10933,Yes,0.4,1,1
10934,Yes,0.9,1,1
10935,Yes,0.6,1,1
10936,No,0.4,0,2
10937,Yes,0.7,1,1
10938,No,0.5,0,2
10939,No,0.6,0,0
10940,Yes,0.6,1,1
10941,No,0.9,0,0
10942,No,0.5,0,2
10943,Yes,0.7,1,1
10944,Yes,0.5,1,1
10945,No,0.4,0,2
10946,No,0.3,0,2
10947,No,0.4,0,2
10948,Yes,0.1,1,1
10949,No,0.4,0,2
10950,No,0.6,0,0
10951,No,1.0,0,0
10952,No,0.3,0,2
10953,Yes,0.8,1,1
10954,Yes,0.3,1,1
10955,Yes,0.9,1,1
10956,Yes,0.4,1,1
10957,Yes,0.7,1,1
10958,Yes,0.7,1,1
10959,Yes,0.3,1,1
10960,No,0.7,0,0
10961,No,0.5,0,2
10962,No,0.9,0,0
10963,No,0.8,0,0
10964,Yes,0.9,1,1
10965,Yes,0.7,1,1
10966,Yes,0.8,1,1
10967,Yes,0.2,1,1
10968,Yes,0.3,1,1
10969,No,0.6,0,0
10970,No,0.6,0,0
10971,No,0.8,0,0
10972,No,0.5,0,2
10973,Yes,0.6,1,1
10974,Yes,0.0,1,1
10975,No,0.7,0,0
10976,Yes,0.7,1,1
10977,No,0.6,0,0
10978,No,1.0,0,0
10979,Yes,0.4,1,1
10980,No,0.3,0,2
10981,Yes,0.8,1,1
10982,No,0.2,0,2
10983,No,0.2,0,2
10984,Yes,0.9,1,1
10985,Yes,0.6,1,1
10986,Yes,0.0,1,1
10987,No,0.3,0,2
10988,Yes,0.4,1,1
10989,Yes,0.9,1,1
10990,Yes,0.8,1,1
10991,No,0.4,0,2
10992,Yes,0.3,1,1
10993,No,0.4,0,2
10994,No,0.6,0,0
10995,No,0.9,0,0
10996,No,0.9,0,0
10997,Yes,0.4,1,1
10998,Yes,0.1,1,1
10999,No,0.2,0,2
11000,Yes,0.1,1,1
11001,Yes,0.6,1,1
11002,Yes,0.8,1,1
11003,No,0.6,0,0
11004,No,0.6,0,0
11005,No,0.6,0,0
11006,Yes,0.4,1,1
11007,No,0.3,0,2
11008,Yes,0.7,1,1
11009,Yes,0.7,1,1
11010,No,0.4,0,2
11011,Yes,0.6,1,1
11012,No,0.6,0,0
11013,No,0.3,0,2
11014,No,0.4,0,2
11015,Yes,0.6,1,1
11016,No,0.7,0,0
11017,Yes,0.6,1,1
11018,No,0.6,0,0
11019,Yes,0.9,1,1
11020,Yes,0.4,1,1
11021,Yes,0.7,1,1
11022,No,1.0,0,0
11023,Yes,0.5,1,1
11024,No,0.7,0,0
11025,No,0.3,0,2
11026,Yes,0.4,1,1
11027,Yes,0.7,1,1
11028,No,0.3,0,2
11029,Yes,0.5,1,1
11030,Yes,0.8,1,1
11031,Yes,0.2,1,1
11032,Yes,0.7,1,1
11033,No,0.1,0,2
11034,No,0.3,0,2
11035,Yes,0.7,1,1
11036,No,0.6,0,0
11037,No,0.8,0,0
11038,No,1.0,0,0
11039,No,0.0,0,2
11040,No,1.0,0,0
11041,Yes,0.6,1,1
11042,Yes,0.6,1,1
11043,No,0.4,0,2
11044,Yes,0.9,1,1
11045,Yes,0.4,1,1
11046,Yes,0.2,1,1
11047,Yes,0.7,1,1
11048,Yes,0.7,1,1
11049,No,0.4,0,2
11050,No,0.6,0,0
11051,No,0.6,0,0
11052,No,0.6,0,0
11053,No,0.5,0,2
11054,No,0.6,0,0
11055,Yes,0.9,1,1
11056,No,0.9,0,0
11057,No,0.2,0,2
11058,No,0.5,0,2
11059,Yes,0.6,1,1
11060,No,0.7,0,0
11061,No,1.0,0,0
11062,No,0.1,0,2
11063,No,1.0,0,0
11064,Yes,0.4,1,1
11065,No,0.9,0,0
11066,Yes,0.6,1,1
11067,No,0.7,0,0
11068,Yes,0.8,1,1
11069,Yes,0.9,1,1
11070,No,0.4,0,2
11071,No,0.1,0,2
11072,No,0.3,0,2
11073,No,0.6,0,0
11074,No,1.0,0,0
11075,No,0.9,0,0
11076,Yes,0.7,1,1
11077,Yes,0.8,1,1
11078,Yes,0.9,1,1
11079,No,0.7,0,0
11080,Yes,0.7,1,1
11081,No,0.0,0,2
11082,No,0.5,0,2
11083,No,0.4,0,2
11084,No,0.4,0,2
11085,Yes,0.9,1,1
11086,No,0.6,0,0
11087,Yes,0.7,1,1
11088,Yes,0.6,1,1
11089,No,0.5,0,2
11090,No,0.3,0,2
11091,Yes,0.5,1,1
11092,No,0.6,0,0
11093,Yes,0.7,1,1
11094,Yes,0.7,1,1
11095,Yes,0.1,1,1
11096,No,0.0,0,2
11097,No,0.3,0,2
11098,Yes,0.1,1,1
11099,Yes,0.8,1,1
11100,Yes,0.3,1,1
11101,Yes,0.9,1,1
11102,Yes,0.6,1,1
11103,No,0.4,0,2
11104,No,0.7,0,0
11105,Yes,0.4,1,1
11106,Yes,0.7,1,1
11107,No,0.1,0,2
11108,Yes,0.8,1,1
11109,Yes,0.6,1,1
11110,Yes,0.4,1,1
11111,No,0.5,0,2
11112,Yes,0.9,1,1
11113,Yes,0.8,1,1
11114,Yes,0.6,1,1
11115,No,0.4,0,2
11116,No,0.6,0,0
11117,Yes,0.4,1,1
11118,No,0.4,0,2
11119,No,0.1,0,2
11120,Yes,0.4,1,1
11121,No,0.6,0,0
11122,Yes,0.9,1,1
11123,No,0.2,0,2
11124,Yes,0.8,1,1
11125,Yes,0.4,1,1
11126,No,1.0,0,0
11127,Yes,0.5,1,1
11128,No,0.6,0,0
11129,No,0.9,0,0
11130,No,0.4,0,2
11131,No,0.2,0,2
11132,No,0.6,0,0
11133,No,0.5,0,2
11134,Yes,0.5,1,1
11135,No,0.5,0,2
11136,No,0.7,0,0
11137,No,0.4,0,2
11138,No,0.4,0,2
11139,Yes,0.7,1,1
11140,Yes,0.4,1,1
11141,Yes,0.7,1,1
11142,No,0.6,0,0
11143,No,0.4,0,2
11144,Yes,0.9,1,1
11145,No,0.7,0,0
11146,Yes,0.6,1,1
11147,No,0.9,0,0
11148,Yes,0.6,1,1
11149,No,0.0,0,2
11150,No,0.7,0,0
11151,Yes,0.8,1,1
11152,Yes,0.3,1,1
11153,Yes,0.4,1,1
11154,No,0.0,0,2
11155,No,0.6,0,0
11156,No,0.7,0,0
11157,No,0.9,0,0
11158,No,0.0,0,2
11159,Yes,0.9,1,1
11160,Yes,0.8,1,1
11161,No,1.0,0,0
11162,Yes,0.7,1,1
11163,Yes,0.9,1,1
11164,Yes,0.6,1,1
11165,Yes,0.3,1,1
11166,Yes,0.6,1,1
11167,No,0.0,0,2
11168,No,0.8,0,0
11169,No,0.4,0,2
11170,Yes,0.9,1,1
11171,No,0.4,0,2
11172,No,0.7,0,0
11173,No,0.4,0,2
11174,No,0.1,0,2
11175,Yes,0.6,1,1
11176,No,0.7,0,0
11177,No,0.7,0,0
11178,Yes,0.9,1,1
11179,No,0.3,0,2
11180,Yes,0.7,1,1
11181,Yes,0.3,1,1
11182,No,0.5,0,2
11183,Yes,1.0,1,1
11184,Yes,0.7,1,1
11185,Yes,0.1,1,1
11186,Yes,0.7,1,1
11187,Yes,0.6,1,1
11188,No,0.6,0,0
11189,No,0.6,0,0
11190,No,1.0,0,0
11191,No,0.8,0,0
11192,Yes,0.2,1,1
11193,Yes,1.0,1,1
11194,No,0.1,0,2
11195,Yes,0.5,1,1
11196,No,0.7,0,0
11197,Yes,0.4,1,1
11198,Yes,0.5,1,1
11199,No,0.9,0,0
11200,No,0.9,0,0
11201,No,0.6,0,0
11202,Yes,0.7,1,1
11203,Yes,0.6,1,1
11204,No,0.8,0,0
11205,Yes,0.9,1,1
11206,No,0.6,0,0
11207,No,0.4,0,2
11208,No,0.3,0,2
11209,No,0.5,0,2
11210,Yes,0.9,1,1
11211,Yes,0.5,1,1
11212,No,0.0,0,2
11213,Yes,0.7,1,1
11214,No,0.9,0,0
11215,Yes,0.8,1,1
11216,Yes,0.4,1,1
11217,Yes,0.9,1,1
11218,Yes,0.4,1,1
11219,No,0.8,0,0
11220,Yes,0.5,1,1
11221,Yes,0.9,1,1
11222,No,0.2,0,2
11223,No,0.7,0,0
11224,Yes,0.9,1,1
11225,No,0.6,0,0
11226,Yes,0.6,1,1
11227,No,0.4,0,2
11228,No,0.2,0,2
11229,Yes,0.4,1,1
11230,Yes,0.6,1,1
11231,Yes,0.4,1,1
11232,Yes,0.8,1,1
11233,Yes,0.7,1,1
11234,Yes,0.7,1,1
11235,No,0.0,0,2
11236,Yes,0.4,1,1
11237,No,0.2,0,2
11238,Yes,0.5,1,1
11239,No,0.4,0,2
11240,Yes,0.9,1,1
11241,Yes,0.6,1,1
11242,No,0.9,0,0
11243,Yes,0.6,1,1
11244,No,0.4,0,2
11245,No,0.5,0,2
11246,No,0.3,0,2
11247,No,0.4,0,2
11248,Yes,0.5,1,1
11249,No,0.6,0,0
11250,No,0.3,0,2
11251,Yes,0.7,1,1
11252,No,0.5,0,2
11253,No,0.7,0,0
11254,Yes,0.7,1,1
11255,Yes,0.5,1,1
11256,No,0.7,0,0
11257,No,0.1,0,2
11258,Yes,0.7,1,1
11259,Yes,0.7,1,1
11260,No,0.6,0,0
11261,Yes,0.8,1,1
11262,Yes,0.0,1,1
11263,Yes,0.9,1,1
11264,Yes,0.8,1,1
11265,Yes,0.6,1,1
11266,Yes,0.5,1,1
11267,No,0.3,0,2
11268,No,0.5,0,2
11269,No,0.8,0,0
11270,No,0.5,0,2
11271,No,0.4,0,2
11272,No,0.2,0,2
11273,Yes,0.3,1,1
11274,Yes,0.8,1,1
11275,No,0.7,0,0
11276,Yes,0.4,1,1
11277,Yes,0.3,1,1
11278,No,0.5,0,2
11279,Yes,0.7,1,1
11280,Yes,0.7,1,1
11281,Yes,0.5,1,1
11282,Yes,0.7,1,1
11283,No,0.8,0,0
11284,No,1.0,0,0
11285,Yes,0.7,1,1
11286,Yes,0.2,1,1
11287,Yes,1.0,1,1
11288,Yes,0.6,1,1
11289,No,0.2,0,2
11290,No,0.9,0,0
11291,No,0.5,0,2
11292,Yes,1.0,1,1
11293,No,0.8,0,0
11294,No,0.7,0,0
11295,No,0.4,0,2
11296,No,0.4,0,2
11297,Yes,1.0,1,1
11298,No,0.7,0,0
11299,Yes,0.7,1,1
11300,No,0.7,0,0
11301,Yes,0.5,1,1
11302,No,0.9,0,0
11303,No,0.2,0,2
