,state,RFM_Score ,state_encoded,cluster
10989,NSW,0.9,0,0
10990,QLD,0.8,1,2
10991,QLD,0.4,1,2
10992,NSW,0.3,0,0
10993,VIC,0.4,2,1
10994,NSW,0.6,0,0
10995,NSW,0.9,0,0
10996,NSW,0.9,0,0
10997,VIC,0.4,2,1
10998,VIC,0.1,2,1
10999,NSW,0.2,0,0
11000,VIC,0.1,2,1
11001,VIC,0.6,2,1
11002,QLD,0.8,1,2
11003,NSW,0.6,0,0
11004,QLD,0.6,1,2
11005,NSW,0.6,0,0
11006,NSW,0.4,0,0
11007,NSW,0.3,0,0
11008,NSW,0.7,0,0
11009,VIC,0.7,2,1
11010,VIC,0.4,2,1
11011,QLD,0.6,1,2
11012,NSW,0.6,0,0
11013,QLD,0.3,1,2
11014,QLD,0.4,1,2
11015,NSW,0.6,0,0
11016,VIC,0.7,2,1
11017,NSW,0.6,0,0
11018,NSW,0.6,0,0
11019,VIC,0.9,2,1
11020,QLD,0.4,1,2
11021,NSW,0.7,0,0
11022,NSW,1.0,0,0
11023,QLD,0.5,1,2
11024,NSW,0.7,0,0
11025,NSW,0.3,0,0
11026,VIC,0.4,2,1
11027,QLD,0.7,1,2
11028,VIC,0.3,2,1
11029,QLD,0.5,1,2
11030,VIC,0.8,2,1
11031,VIC,0.2,2,1
11032,QLD,0.7,1,2
11033,QLD,0.1,1,2
11034,NSW,0.3,0,0
11035,NSW,0.7,0,0
11036,QLD,0.6,1,2
11037,QLD,0.8,1,2
11038,NSW,1.0,0,0
11039,QLD,0.0,1,2
11040,VIC,1.0,2,1
11041,QLD,0.6,1,2
11042,NSW,0.6,0,0
11043,VIC,0.4,2,1
11044,NSW,0.9,0,0
11045,NSW,0.4,0,0
11046,NSW,0.2,0,0
11047,NSW,0.7,0,0
11048,QLD,0.7,1,2
11049,VIC,0.4,2,1
11050,VIC,0.6,2,1
11051,NSW,0.6,0,0
11052,VIC,0.6,2,1
11053,VIC,0.5,2,1
11054,QLD,0.6,1,2
11055,NSW,0.9,0,0
11056,NSW,0.9,0,0
11057,VIC,0.2,2,1
11058,VIC,0.5,2,1
11059,NSW,0.6,0,0
11060,NSW,0.7,0,0
11061,QLD,1.0,1,2
11062,NSW,0.1,0,0
11063,VIC,1.0,2,1
11064,NSW,0.4,0,0
11065,VIC,0.9,2,1
11066,QLD,0.6,1,2
11067,NSW,0.7,0,0
11068,VIC,0.8,2,1
11069,NSW,0.9,0,0
11070,QLD,0.4,1,2
11071,NSW,0.1,0,0
11072,NSW,0.3,0,0
11073,NSW,0.6,0,0
11074,NSW,1.0,0,0
11075,NSW,0.9,0,0
11076,NSW,0.7,0,0
11077,NSW,0.8,0,0
11078,VIC,0.9,2,1
11079,QLD,0.7,1,2
11080,NSW,0.7,0,0
11081,NSW,0.0,0,0
11082,NSW,0.5,0,0
11083,NSW,0.4,0,0
11084,VIC,0.4,2,1
11085,NSW,0.9,0,0
11086,NSW,0.6,0,0
11087,NSW,0.7,0,0
11088,NSW,0.6,0,0
11089,VIC,0.5,2,1
11090,NSW,0.3,0,0
11091,NSW,0.5,0,0
11092,NSW,0.6,0,0
11093,NSW,0.7,0,0
11094,NSW,0.7,0,0
11095,NSW,0.1,0,0
11096,VIC,0.0,2,1
11097,VIC,0.3,2,1
11098,NSW,0.1,0,0
11099,NSW,0.8,0,0
11100,VIC,0.3,2,1
11101,NSW,0.9,0,0
11102,NSW,0.6,0,0
11103,VIC,0.4,2,1
11104,NSW,0.7,0,0
11105,VIC,0.4,2,1
11106,VIC,0.7,2,1
11107,NSW,0.1,0,0
11108,NSW,0.8,0,0
11109,NSW,0.6,0,0
11110,VIC,0.4,2,1
11111,QLD,0.5,1,2
11112,NSW,0.9,0,0
11113,NSW,0.8,0,0
11114,NSW,0.6,0,0
11115,QLD,0.4,1,2
11116,QLD,0.6,1,2
11117,VIC,0.4,2,1
11118,NSW,0.4,0,0
11119,VIC,0.1,2,1
11120,NSW,0.4,0,0
11121,NSW,0.6,0,0
11122,QLD,0.9,1,2
11123,NSW,0.2,0,0
11124,QLD,0.8,1,2
11125,VIC,0.4,2,1
11126,NSW,1.0,0,0
11127,NSW,0.5,0,0
11128,NSW,0.6,0,0
11129,NSW,0.9,0,0
11130,VIC,0.4,2,1
11131,NSW,0.2,0,0
11132,VIC,0.6,2,1
11133,VIC,0.5,2,1
11134,VIC,0.5,2,1
11135,NSW,0.5,0,0
11136,NSW,0.7,0,0
11137,QLD,0.4,1,2
11138,VIC,0.4,2,1
11139,VIC,0.7,2,1
11140,NSW,0.4,0,0
11141,VIC,0.7,2,1
11142,NSW,0.6,0,0
11143,NSW,0.4,0,0
11144,VIC,0.9,2,1
11145,NSW,0.7,0,0
11146,NSW,0.6,0,0
11147,NSW,0.9,0,0
11148,NSW,0.6,0,0
11149,VIC,0.0,2,1
11150,NSW,0.7,0,0
11151,NSW,0.8,0,0
11152,VIC,0.3,2,1
11153,VIC,0.4,2,1
11154,QLD,0.0,1,2
11155,NSW,0.6,0,0
11156,NSW,0.7,0,0
11157,NSW,0.9,0,0
11158,NSW,0.0,0,0
11159,NSW,0.9,0,0
11160,NSW,0.8,0,0
11161,NSW,1.0,0,0
11162,VIC,0.7,2,1
11163,NSW,0.9,0,0
11164,VIC,0.6,2,1
11165,QLD,0.3,1,2
11166,NSW,0.6,0,0
11167,QLD,0.0,1,2
11168,NSW,0.8,0,0
11169,VIC,0.4,2,1
11170,QLD,0.9,1,2
11171,QLD,0.4,1,2
11172,NSW,0.7,0,0
11173,NSW,0.4,0,0
11174,QLD,0.1,1,2
11175,VIC,0.6,2,1
11176,VIC,0.7,2,1
11177,NSW,0.7,0,0
11178,QLD,0.9,1,2
11179,VIC,0.3,2,1
11180,NSW,0.7,0,0
11181,VIC,0.3,2,1
11182,NSW,0.5,0,0
11183,QLD,1.0,1,2
11184,NSW,0.7,0,0
11185,NSW,0.1,0,0
11186,NSW,0.7,0,0
11187,NSW,0.6,0,0
11188,NSW,0.6,0,0
11189,NSW,0.6,0,0
11190,NSW,1.0,0,0
11191,VIC,0.8,2,1
11192,NSW,0.2,0,0
11193,NSW,1.0,0,0
11194,QLD,0.1,1,2
11195,NSW,0.5,0,0
11196,VIC,0.7,2,1
11197,QLD,0.4,1,2
11198,QLD,0.5,1,2
11199,VIC,0.9,2,1
11200,QLD,0.9,1,2
11201,QLD,0.6,1,2
11202,NSW,0.7,0,0
11203,NSW,0.6,0,0
11204,VIC,0.8,2,1
11205,QLD,0.9,1,2
11206,VIC,0.6,2,1
11207,NSW,0.4,0,0
11208,QLD,0.3,1,2
11209,VIC,0.5,2,1
11210,NSW,0.9,0,0
11211,NSW,0.5,0,0
11212,NSW,0.0,0,0
11213,NSW,0.7,0,0
11214,VIC,0.9,2,1
11215,VIC,0.8,2,1
11216,NSW,0.4,0,0
11217,VIC,0.9,2,1
11218,QLD,0.4,1,2
11219,NSW,0.8,0,0
11220,NSW,0.5,0,0
11221,NSW,0.9,0,0
11222,VIC,0.2,2,1
11223,QLD,0.7,1,2
11224,NSW,0.9,0,0
11225,NSW,0.6,0,0
11226,NSW,0.6,0,0
11227,QLD,0.4,1,2
11228,VIC,0.2,2,1
11229,VIC,0.4,2,1
11230,NSW,0.6,0,0
11231,VIC,0.4,2,1
11232,NSW,0.8,0,0
11233,NSW,0.7,0,0
11234,QLD,0.7,1,2
11235,NSW,0.0,0,0
11236,QLD,0.4,1,2
11237,VIC,0.2,2,1
11238,NSW,0.5,0,0
11239,NSW,0.4,0,0
11240,NSW,0.9,0,0
11241,NSW,0.6,0,0
11242,NSW,0.9,0,0
11243,NSW,0.6,0,0
11244,NSW,0.4,0,0
11245,QLD,0.5,1,2
11246,NSW,0.3,0,0
11247,QLD,0.4,1,2
11248,NSW,0.5,0,0
11249,NSW,0.6,0,0
11250,QLD,0.3,1,2
11251,NSW,0.7,0,0
11252,NSW,0.5,0,0
11253,NSW,0.7,0,0
11254,NSW,0.7,0,0
11255,QLD,0.5,1,2
11256,NSW,0.7,0,0
11257,QLD,0.1,1,2
11258,QLD,0.7,1,2
11259,QLD,0.7,1,2
11260,NSW,0.6,0,0
11261,NSW,0.8,0,0
11262,QLD,0.0,1,2
11263,NSW,0.9,0,0
11264,QLD,0.8,1,2
11265,QLD,0.6,1,2
11266,VIC,0.5,2,1
11267,VIC,0.3,2,1
11268,QLD,0.5,1,2
11269,QLD,0.8,1,2
11270,NSW,0.5,0,0
11271,QLD,0.4,1,2
11272,QLD,0.2,1,2
11273,VIC,0.3,2,1
11274,NSW,0.8,0,0
11275,NSW,0.7,0,0
11276,VIC,0.4,2,1
11277,NSW,0.3,0,0
11278,NSW,0.5,0,0
11279,VIC,0.7,2,1
11280,NSW,0.7,0,0
11281,VIC,0.5,2,1
11282,NSW,0.7,0,0
11283,QLD,0.8,1,2
11284,NSW,1.0,0,0
11285,NSW,0.7,0,0
11286,NSW,0.2,0,0
11287,QLD,1.0,1,2
11288,NSW,0.6,0,0
11289,NSW,0.2,0,0
11290,VIC,0.9,2,1
11291,NSW,0.5,0,0
11292,NSW,1.0,0,0
11293,VIC,0.8,2,1
11294,NSW,0.7,0,0
11295,NSW,0.4,0,0
11296,NSW,0.4,0,0
11297,QLD,1.0,1,2
11298,VIC,0.7,2,1
11299,NSW,0.7,0,0
11300,VIC,0.7,2,1
11301,NSW,0.5,0,0
11302,VIC,0.9,2,1
11303,NSW,0.2,0,0
11304,QLD,0.6,1,2
11305,NSW,0.1,0,0
11306,QLD,0.4,1,2
11307,NSW,0.7,0,0
11308,NSW,0.2,0,0
11309,NSW,0.5,0,0
11310,QLD,0.2,1,2
11311,VIC,0.7,2,1
11312,VIC,0.6,2,1
11313,NSW,0.5,0,0
11314,VIC,0.8,2,1
11315,NSW,0.4,0,0
11316,QLD,0.0,1,2
11317,NSW,0.3,0,0
11318,NSW,0.5,0,0
11319,NSW,0.1,0,0
11320,NSW,0.6,0,0
11321,QLD,0.6,1,2
11322,NSW,0.8,0,0
11323,VIC,1.0,2,1
11324,NSW,0.8,0,0
11325,NSW,0.3,0,0
11326,NSW,0.3,0,0
11327,QLD,0.5,1,2
11328,QLD,0.8,1,2
11329,VIC,0.6,2,1
11330,VIC,0.4,2,1
11331,QLD,0.4,1,2
11332,NSW,0.6,0,0
11333,NSW,0.3,0,0
11334,NSW,0.9,0,0
11335,NSW,0.7,0,0
11336,NSW,0.2,0,0
11337,QLD,0.1,1,2
11338,NSW,0.7,0,0
11339,VIC,0.3,2,1
11340,VIC,0.6,2,1
11341,NSW,0.7,0,0
11342,VIC,0.4,2,1
11343,NSW,0.3,0,0
11344,NSW,0.3,0,0
11345,QLD,0.1,1,2
11346,VIC,0.7,2,1
11347,VIC,0.4,2,1
11348,QLD,0.1,1,2
11349,NSW,0.7,0,0
11350,VIC,0.9,2,1
11351,VIC,0.3,2,1
11352,NSW,0.7,0,0
11353,QLD,0.7,1,2
11354,NSW,0.6,0,0
11355,NSW,0.7,0,0
11356,NSW,0.4,0,0
11357,NSW,0.6,0,0
11358,NSW,0.7,0,0
11359,NSW,0.5,0,0
11360,NSW,0.6,0,0
11361,NSW,0.7,0,0
11362,QLD,0.5,1,2
11363,QLD,0.4,1,2
11364,NSW,0.6,0,0
11365,VIC,0.6,2,1
11366,NSW,1.0,0,0
11367,NSW,0.3,0,0
11368,NSW,0.0,0,0
11369,NSW,0.4,0,0
11370,NSW,0.5,0,0
11371,NSW,0.1,0,0
11372,NSW,0.4,0,0
11373,NSW,0.3,0,0
11374,NSW,0.3,0,0
11375,VIC,0.5,2,1
11376,NSW,0.5,0,0
11377,NSW,0.1,0,0
11378,VIC,0.8,2,1
11379,QLD,0.6,1,2
11380,VIC,0.9,2,1
11381,NSW,0.7,0,0
11382,NSW,0.5,0,0
11383,VIC,0.3,2,1
11384,VIC,0.5,2,1
11385,VIC,0.6,2,1
11386,NSW,0.3,0,0
11387,NSW,0.9,0,0
11388,NSW,0.4,0,0
11389,VIC,0.8,2,1
11390,NSW,0.7,0,0
11391,VIC,0.5,2,1
11392,QLD,0.8,1,2
11393,QLD,0.5,1,2
11394,VIC,0.6,2,1
11395,NSW,0.3,0,0
11396,VIC,0.7,2,1
11397,VIC,0.7,2,1
11398,VIC,0.8,2,1
11399,NSW,0.6,0,0
11400,NSW,0.9,0,0
11401,VIC,0.7,2,1
11402,NSW,0.8,0,0
11403,NSW,0.5,0,0
11404,QLD,0.8,1,2
11405,NSW,0.3,0,0
11406,QLD,0.8,1,2
11407,VIC,0.5,2,1
11408,NSW,0.8,0,0
11409,NSW,0.7,0,0
11410,NSW,0.6,0,0
11411,VIC,0.2,2,1
11412,NSW,1.0,0,0
11413,VIC,0.8,2,1
11414,QLD,0.5,1,2
11415,NSW,0.6,0,0
11416,NSW,0.4,0,0
11417,VIC,0.1,2,1
11418,NSW,0.3,0,0
11419,QLD,0.6,1,2
11420,NSW,0.7,0,0
11421,NSW,0.3,0,0
11422,VIC,0.8,2,1
11423,QLD,0.6,1,2
11424,VIC,1.0,2,1
11425,NSW,0.8,0,0
11426,NSW,0.6,0,0
11427,QLD,0.6,1,2
11428,QLD,0.6,1,2
11429,NSW,0.2,0,0
11430,QLD,0.8,1,2
11431,NSW,0.8,0,0
11432,QLD,1.0,1,2
11433,NSW,0.6,0,0
11434,NSW,0.7,0,0
11435,VIC,0.3,2,1
11436,QLD,0.6,1,2
11437,NSW,0.9,0,0
11438,QLD,0.3,1,2
11439,NSW,0.6,0,0
11440,NSW,0.7,0,0
11441,NSW,0.8,0,0
11442,NSW,0.5,0,0
11443,QLD,0.5,1,2
11444,NSW,0.7,0,0
11445,NSW,1.0,0,0
11446,QLD,1.0,1,2
11447,QLD,0.1,1,2
11448,NSW,0.5,0,0
11449,NSW,0.6,0,0
11450,NSW,0.7,0,0
11451,NSW,0.8,0,0
11452,NSW,0.8,0,0
11453,NSW,0.7,0,0
11454,NSW,0.4,0,0
11455,NSW,0.1,0,0
11456,NSW,0.8,0,0
11457,NSW,0.4,0,0
11458,NSW,0.7,0,0
11459,NSW,0.5,0,0
11460,NSW,0.4,0,0
11461,NSW,0.6,0,0
11462,NSW,0.6,0,0
11463,VIC,0.5,2,1
11464,QLD,1.0,1,2
11465,NSW,0.7,0,0
11466,QLD,0.3,1,2
11467,NSW,0.9,0,0
11468,VIC,0.6,2,1
11469,NSW,0.5,0,0
11470,NSW,0.4,0,0
11471,NSW,0.7,0,0
11472,VIC,0.5,2,1
11473,NSW,0.3,0,0
11474,NSW,0.7,0,0
11475,VIC,0.4,2,1
11476,VIC,0.1,2,1
11477,NSW,0.4,0,0
11478,QLD,0.2,1,2
11479,NSW,0.7,0,0
11480,NSW,0.1,0,0
11481,NSW,0.3,0,0
11482,NSW,0.1,0,0
11483,VIC,0.8,2,1
11484,NSW,0.0,0,0
11485,VIC,0.5,2,1
11486,VIC,0.9,2,1
11487,VIC,0.6,2,1
11488,NSW,0.8,0,0
11489,NSW,0.6,0,0
11490,NSW,0.3,0,0
11491,NSW,0.5,0,0
11492,NSW,0.6,0,0
11493,QLD,0.9,1,2
11494,NSW,0.8,0,0
11495,NSW,0.4,0,0
11496,NSW,0.5,0,0
11497,NSW,0.8,0,0
11498,QLD,0.7,1,2
11499,NSW,0.4,0,0
11500,NSW,0.7,0,0
11501,VIC,0.6,2,1
11502,QLD,0.4,1,2
11503,QLD,0.5,1,2
11504,NSW,0.2,0,0
11505,NSW,0.5,0,0
11506,NSW,0.4,0,0
11507,NSW,0.4,0,0
11508,NSW,0.7,0,0
11509,NSW,0.9,0,0
11510,VIC,0.9,2,1
11511,NSW,0.4,0,0
11512,VIC,0.9,2,1
11513,NSW,0.9,0,0
11514,NSW,0.4,0,0
11515,NSW,0.4,0,0
11516,NSW,0.0,0,0
11517,NSW,0.9,0,0
11518,VIC,0.7,2,1
11519,VIC,0.6,2,1
11520,VIC,0.8,2,1
11521,NSW,0.9,0,0
11522,QLD,0.1,1,2
11523,QLD,0.7,1,2
11524,NSW,0.7,0,0
11525,VIC,0.9,2,1
11526,VIC,0.0,2,1
11527,NSW,0.5,0,0
11528,QLD,0.4,1,2
11529,QLD,0.8,1,2
11530,NSW,0.9,0,0
11531,NSW,0.7,0,0
11532,NSW,0.4,0,0
11533,QLD,0.6,1,2
11534,NSW,0.6,0,0
11535,VIC,0.4,2,1
11536,QLD,0.7,1,2
11537,NSW,0.3,0,0
11538,NSW,0.9,0,0
11539,VIC,0.8,2,1
11540,QLD,0.3,1,2
11541,NSW,0.9,0,0
11542,NSW,0.6,0,0
11543,VIC,0.9,2,1
11544,NSW,0.7,0,0
11545,VIC,0.9,2,1
11546,QLD,0.3,1,2
11547,VIC,0.6,2,1
11548,VIC,1.0,2,1
11549,VIC,0.8,2,1
11550,NSW,0.5,0,0
11551,VIC,0.6,2,1
11552,NSW,0.5,0,0
11553,QLD,0.3,1,2
11554,VIC,0.1,2,1
11555,VIC,0.7,2,1
11556,NSW,0.4,0,0
11557,NSW,0.7,0,0
11558,NSW,0.6,0,0
11559,NSW,0.3,0,0
11560,QLD,0.7,1,2
11561,QLD,0.4,1,2
11562,NSW,0.9,0,0
11563,NSW,0.5,0,0
11564,NSW,0.2,0,0
11565,QLD,0.8,1,2
11566,VIC,0.5,2,1
11567,QLD,0.5,1,2
11568,NSW,0.1,0,0
11569,VIC,0.7,2,1
11570,NSW,0.7,0,0
11571,VIC,0.6,2,1
11572,QLD,0.6,1,2
11573,NSW,0.7,0,0
11574,NSW,0.6,0,0
11575,NSW,0.4,0,0
11576,NSW,0.3,0,0
11577,NSW,0.7,0,0
11578,NSW,0.7,0,0
11579,VIC,0.5,2,1
11580,VIC,0.8,2,1
11581,QLD,0.7,1,2
11582,QLD,0.4,1,2
11583,NSW,0.3,0,0
11584,NSW,0.6,0,0
11585,QLD,0.6,1,2
11586,NSW,0.5,0,0
11587,QLD,0.8,1,2
11588,NSW,0.8,0,0
11589,QLD,0.7,1,2
11590,NSW,0.7,0,0
11591,VIC,0.9,2,1
11592,VIC,0.8,2,1
11593,NSW,0.7,0,0
11594,QLD,0.6,1,2
11595,NSW,0.8,0,0
11596,VIC,0.7,2,1
11597,QLD,0.7,1,2
11598,NSW,0.7,0,0
11599,NSW,0.9,0,0
11600,NSW,0.9,0,0
11601,NSW,0.9,0,0
11602,NSW,0.3,0,0
11603,NSW,0.7,0,0
11604,NSW,0.3,0,0
11605,VIC,0.0,2,1
11606,NSW,0.5,0,0
11607,VIC,0.1,2,1
11608,VIC,0.7,2,1
11609,NSW,0.4,0,0
11610,QLD,0.9,1,2
11611,VIC,0.8,2,1
11612,VIC,0.9,2,1
11613,QLD,0.6,1,2
11614,NSW,0.7,0,0
11615,VIC,0.1,2,1
11616,NSW,0.3,0,0
11617,VIC,1.0,2,1
11618,QLD,0.7,1,2
11619,NSW,0.7,0,0
11620,NSW,0.6,0,0
11621,NSW,0.6,0,0
11622,QLD,1.0,1,2
11623,NSW,0.1,0,0
11624,VIC,0.6,2,1
11625,QLD,0.5,1,2
11626,VIC,0.5,2,1
11627,NSW,0.6,0,0
11628,NSW,0.9,0,0
11629,NSW,0.7,0,0
11630,NSW,0.7,0,0
11631,QLD,1.0,1,2
11632,NSW,0.3,0,0
11633,NSW,0.5,0,0
11634,QLD,0.6,1,2
11635,NSW,0.7,0,0
11636,VIC,0.3,2,1
11637,VIC,0.7,2,1
11638,NSW,0.4,0,0
11639,VIC,0.5,2,1
11640,QLD,0.1,1,2
11641,NSW,0.8,0,0
11642,QLD,0.7,1,2
11643,QLD,0.7,1,2
11644,VIC,0.7,2,1
11645,QLD,0.8,1,2
11646,QLD,0.2,1,2
11647,QLD,0.8,1,2
11648,NSW,0.6,0,0
11649,NSW,0.9,0,0
11650,NSW,0.7,0,0
11651,NSW,1.0,0,0
11652,NSW,0.6,0,0
11653,QLD,0.9,1,2
11654,VIC,0.6,2,1
11655,NSW,0.1,0,0
11656,NSW,0.7,0,0
11657,VIC,0.7,2,1
11658,VIC,0.7,2,1
11659,NSW,0.9,0,0
11660,NSW,0.4,0,0
11661,NSW,0.6,0,0
11662,NSW,0.8,0,0
11663,VIC,0.4,2,1
11664,QLD,0.6,1,2
11665,QLD,0.7,1,2
11666,NSW,0.7,0,0
11667,NSW,0.6,0,0
11668,VIC,0.7,2,1
11669,VIC,0.8,2,1
11670,NSW,0.4,0,0
11671,NSW,0.4,0,0
11672,NSW,0.5,0,0
11673,VIC,0.4,2,1
11674,QLD,1.0,1,2
11675,VIC,0.1,2,1
11676,QLD,0.6,1,2
11677,QLD,0.8,1,2
11678,QLD,0.6,1,2
11679,NSW,0.7,0,0
11680,NSW,0.4,0,0
11681,VIC,0.6,2,1
11682,NSW,0.4,0,0
11683,QLD,0.5,1,2
11684,VIC,0.7,2,1
11685,NSW,0.6,0,0
11686,VIC,0.4,2,1
11687,QLD,0.7,1,2
11688,NSW,0.4,0,0
11689,VIC,0.8,2,1
11690,QLD,0.6,1,2
11691,NSW,0.4,0,0
11692,NSW,0.8,0,0
11693,QLD,1.0,1,2
11694,NSW,0.4,0,0
11695,NSW,0.4,0,0
11696,VIC,0.1,2,1
11697,VIC,0.5,2,1
11698,QLD,0.6,1,2
11699,QLD,0.7,1,2
11700,VIC,0.5,2,1
11701,NSW,1.0,0,0
11702,VIC,0.5,2,1
11703,NSW,0.4,0,0
11704,NSW,0.0,0,0
11705,NSW,0.1,0,0
11706,NSW,0.5,0,0
11707,NSW,0.4,0,0
11708,QLD,1.0,1,2
11709,QLD,0.8,1,2
11710,NSW,0.7,0,0
11711,VIC,0.6,2,1
11712,VIC,0.8,2,1
11713,VIC,0.4,2,1
11714,NSW,0.5,0,0
11715,NSW,0.6,0,0
11716,QLD,0.5,1,2
11717,VIC,0.5,2,1
11718,VIC,0.8,2,1
11719,QLD,0.3,1,2
11720,NSW,0.1,0,0
11721,QLD,0.6,1,2
11722,NSW,0.6,0,0
11723,NSW,0.7,0,0
11724,NSW,0.6,0,0
11725,NSW,0.2,0,0
11726,NSW,0.6,0,0
11727,NSW,0.6,0,0
11728,VIC,0.4,2,1
11729,VIC,0.7,2,1
11730,NSW,0.7,0,0
11731,QLD,0.5,1,2
11732,NSW,0.9,0,0
11733,NSW,0.6,0,0
11734,NSW,0.1,0,0
11735,QLD,0.6,1,2
11736,NSW,0.2,0,0
11737,VIC,0.2,2,1
11738,NSW,0.1,0,0
11739,VIC,0.6,2,1
11740,NSW,0.3,0,0
11741,VIC,0.4,2,1
11742,NSW,0.7,0,0
11743,NSW,0.4,0,0
11744,NSW,1.0,0,0
11745,NSW,0.3,0,0
11746,NSW,0.5,0,0
11747,NSW,0.5,0,0
11748,VIC,0.4,2,1
11749,QLD,0.6,1,2
11750,NSW,0.3,0,0
11751,NSW,0.0,0,0
11752,QLD,0.3,1,2
11753,NSW,0.9,0,0
11754,QLD,0.2,1,2
11755,QLD,0.8,1,2
11756,NSW,0.6,0,0
11757,QLD,0.3,1,2
11758,NSW,0.6,0,0
11759,NSW,0.3,0,0
11760,QLD,0.7,1,2
11761,NSW,0.7,0,0
11762,VIC,0.6,2,1
11763,VIC,0.4,2,1
11764,VIC,0.7,2,1
11765,NSW,0.3,0,0
11766,VIC,0.4,2,1
11767,NSW,0.7,0,0
11768,QLD,0.7,1,2
11769,NSW,0.6,0,0
11770,VIC,0.3,2,1
11771,NSW,0.5,0,0
11772,NSW,0.4,0,0
11773,QLD,0.4,1,2
11774,QLD,0.5,1,2
11775,NSW,0.4,0,0
11776,NSW,0.0,0,0
11777,QLD,0.7,1,2
11778,NSW,0.6,0,0
11779,NSW,0.4,0,0
11780,NSW,0.4,0,0
11781,NSW,0.5,0,0
11782,VIC,0.8,2,1
11783,NSW,0.7,0,0
11784,NSW,0.7,0,0
11785,NSW,0.7,0,0
11786,VIC,1.0,2,1
11787,VIC,0.2,2,1
11788,QLD,0.3,1,2
11789,NSW,0.6,0,0
11790,NSW,0.6,0,0
11791,NSW,0.4,0,0
11792,QLD,0.6,1,2
11793,QLD,0.6,1,2
11794,VIC,0.6,2,1
11795,VIC,0.7,2,1
11796,NSW,0.7,0,0
11797,NSW,0.9,0,0
11798,QLD,0.2,1,2
11799,VIC,0.2,2,1
11800,QLD,0.3,1,2
11801,NSW,0.9,0,0
11802,QLD,0.5,1,2
11803,NSW,0.5,0,0
11804,NSW,1.0,0,0
11805,NSW,0.7,0,0
11806,QLD,0.9,1,2
11807,VIC,0.7,2,1
11808,VIC,0.0,2,1
11809,VIC,0.4,2,1
11810,QLD,0.3,1,2
11811,NSW,0.1,0,0
11812,VIC,0.8,2,1
11813,NSW,0.7,0,0
11814,NSW,0.5,0,0
11815,VIC,0.4,2,1
11816,NSW,0.4,0,0
11817,NSW,0.5,0,0
11818,NSW,0.4,0,0
11819,VIC,0.2,2,1
11820,NSW,0.8,0,0
11821,QLD,1.0,1,2
11822,NSW,0.3,0,0
11823,NSW,0.2,0,0
11824,QLD,1.0,1,2
11825,QLD,0.2,1,2
11826,VIC,0.7,2,1
11827,VIC,0.6,2,1
11828,VIC,0.6,2,1
11829,VIC,0.4,2,1
11830,NSW,0.3,0,0
11831,NSW,0.7,0,0
11832,QLD,0.1,1,2
11833,QLD,0.6,1,2
11834,NSW,0.1,0,0
11835,NSW,0.9,0,0
11836,NSW,0.7,0,0
11837,NSW,0.5,0,0
11838,VIC,0.8,2,1
11839,VIC,0.3,2,1
11840,QLD,0.5,1,2
11841,NSW,0.7,0,0
11842,VIC,0.4,2,1
11843,NSW,0.4,0,0
11844,QLD,0.4,1,2
11845,NSW,0.7,0,0
11846,VIC,0.9,2,1
11847,NSW,0.6,0,0
11848,QLD,0.6,1,2
11849,QLD,0.3,1,2
11850,NSW,0.6,0,0
11851,VIC,0.7,2,1
11852,NSW,0.4,0,0
11853,NSW,0.3,0,0
11854,QLD,0.6,1,2
11855,QLD,0.8,1,2
11856,NSW,0.9,0,0
11857,QLD,0.8,1,2
11858,QLD,0.7,1,2
11859,QLD,0.8,1,2
11860,NSW,0.9,0,0
11861,VIC,0.4,2,1
11862,NSW,0.7,0,0
11863,VIC,0.3,2,1
11864,VIC,0.4,2,1
11865,NSW,0.8,0,0
11866,QLD,0.0,1,2
11867,QLD,0.5,1,2
11868,VIC,0.1,2,1
11869,VIC,0.3,2,1
11870,NSW,0.7,0,0
11871,NSW,0.9,0,0
11872,NSW,0.7,0,0
11873,QLD,0.2,1,2
11874,NSW,0.7,0,0
11875,VIC,0.3,2,1
11876,NSW,0.7,0,0
11877,NSW,0.7,0,0
11878,VIC,0.9,2,1
11879,VIC,0.4,2,1
11880,QLD,0.4,1,2
11881,QLD,0.9,1,2
11882,NSW,0.6,0,0
11883,NSW,0.8,0,0
11884,NSW,0.6,0,0
11885,NSW,0.7,0,0
11886,NSW,0.7,0,0
11887,VIC,0.0,2,1
11888,VIC,0.3,2,1
11889,VIC,0.9,2,1
11890,QLD,0.6,1,2
11891,NSW,0.5,0,0
11892,QLD,0.7,1,2
11893,QLD,0.2,1,2
11894,VIC,0.6,2,1
11895,NSW,0.6,0,0
11896,NSW,0.2,0,0
11897,NSW,0.3,0,0
11898,VIC,0.8,2,1
11899,VIC,0.5,2,1
11900,NSW,0.5,0,0
11901,VIC,0.1,2,1
11902,NSW,0.1,0,0
11903,NSW,0.5,0,0
11904,QLD,0.1,1,2
11905,NSW,0.9,0,0
11906,QLD,0.7,1,2
11907,NSW,0.8,0,0
11908,VIC,0.6,2,1
11909,VIC,0.5,2,1
11910,VIC,0.7,2,1
11911,QLD,0.6,1,2
11912,QLD,0.7,1,2
11913,NSW,0.3,0,0
11914,NSW,0.4,0,0
11915,NSW,0.4,0,0
11916,QLD,0.5,1,2
11917,NSW,0.4,0,0
11918,NSW,0.5,0,0
11919,QLD,0.7,1,2
